Code INSEE,Code Postal,Commune,Département,Région,Statut,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région,geometry
59653,59136,WAVRIN,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],25.0,1357.0,7.7,"50.572622402920516, 2.933372268060202","{""coordinates"": [[[2.929648373492249, 50.550442670777464], [2.926235475726329, 50.55302558667221], [2.916870982837271, 50.550605290975675], [2.904659142832383, 50.5793709186821], [2.905174745355726, 50.582512553298635], [2.9207399893497943, 50.589541850068976], [2.9314172137836163, 50.59628829501013], [2.957176569499527, 50.58149134231903], [2.967600712039108, 50.57023981600035], [2.9667977676946613, 50.56971904737273], [2.955319653902459, 50.561413414429296], [2.950419795639017, 50.55779452845592], [2.940445688357084, 50.556856709173246], [2.929648373492249, 50.550442670777464]]], ""type"": ""Polygon""}",22366,653,28,5,59,31,"POLYGON ((2.929648373492249 50.550442670777464, 2.926235475726329 50.55302558667221, 2.916870982837271 50.550605290975675, 2.904659142832383 50.5793709186821, 2.905174745355726 50.582512553298635, 2.9207399893497943 50.589541850068976, 2.9314172137836163 50.59628829501013, 2.957176569499527 50.58149134231903, 2.967600712039108 50.57023981600035, 2.9667977676946613 50.56971904737273, 2.955319653902459 50.561413414429296, 2.950419795639017 50.55779452845592, 2.940445688357084 50.556856709173246, 2.929648373492249 50.550442670777464))"
62051,62138,AUCHY-LES-MINES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],28.0,512.0,4.5,"50.50582703398014, 2.781134899483793","{""coordinates"": [[[2.784657791014538, 50.48568559593236], [2.774384721492002, 50.4925430561039], [2.7630513500630123, 50.50880442534478], [2.773686102729407, 50.51649870231621], [2.793713046043181, 50.521335732955116], [2.797566296197105, 50.51893658081742], [2.784657791014538, 50.48568559593236]]], ""type"": ""Polygon""}",21402,51,17,2,62,31,"POLYGON ((2.784657791014538 50.48568559593236, 2.774384721492002 50.4925430561039, 2.7630513500630123 50.50880442534478, 2.773686102729407 50.51649870231621, 2.793713046043181 50.521335732955116, 2.797566296197105 50.51893658081742, 2.784657791014538 50.48568559593236))"
62464,62410,HULLUCH,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],34.0,577.0,3.1,"50.4843039017934, 2.811235929572876","{""coordinates"": [[[2.811904229859504, 50.47209499101844], [2.7978228486340972, 50.46907465869385], [2.790057528669796, 50.4728587495656], [2.7920723024036773, 50.48567134597596], [2.8083233094378652, 50.49277080920656], [2.8094652185623463, 50.495923187367914], [2.8186217748843783, 50.49321718197525], [2.8318814711796723, 50.4960633730951], [2.841345069502998, 50.50271813237044], [2.845165651098375, 50.5005866791841], [2.8375585328546, 50.4941949490809], [2.822142616658541, 50.48438973042165], [2.811904229859504, 50.47209499101844]]], ""type"": ""Polygon""}",32538,464,68,7,62,31,"POLYGON ((2.811904229859504 50.47209499101844, 2.7978228486340972 50.46907465869385, 2.790057528669796 50.4728587495656, 2.7920723024036773 50.48567134597596, 2.8083233094378652 50.49277080920656, 2.8094652185623463 50.495923187367914, 2.8186217748843783 50.49321718197525, 2.8318814711796723 50.4960633730951, 2.841345069502998 50.50271813237044, 2.845165651098375 50.5005866791841, 2.8375585328546 50.4941949490809, 2.822142616658541 50.48438973042165, 2.811904229859504 50.47209499101844))"
62340,62550,FLORINGHEM,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],116.0,466.0,0.8,"50.49720963603877, 2.429430146225697","{""coordinates"": [[[2.427880207440799, 50.48268345169614], [2.410274537339749, 50.49639753144714], [2.410518993423598, 50.49955834950928], [2.428556069986843, 50.50992065455145], [2.433921165050585, 50.51224317947182], [2.448899819967582, 50.49416089006519], [2.427880207440799, 50.48268345169614]]], ""type"": ""Polygon""}",31009,340,27,1,62,31,"POLYGON ((2.427880207440799 50.48268345169614, 2.410274537339749 50.49639753144714, 2.410518993423598 50.49955834950928, 2.428556069986843 50.50992065455145, 2.433921165050585 50.51224317947182, 2.448899819967582 50.49416089006519, 2.427880207440799 50.48268345169614))"
62630,62810,NOYELLE-VION,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],117.0,536.0,0.2,"50.291519013372664, 2.544781612959881","{""coordinates"": [[[2.559452583452665, 50.27958170510987], [2.546116697383726, 50.285432434224035], [2.529900446463511, 50.287203329159105], [2.519466641979751, 50.28501714077125], [2.518356016155796, 50.286862451159266], [2.522561839493311, 50.29708769727906], [2.545620959546618, 50.30318158288083], [2.547177793706291, 50.29996397444286], [2.570364209430638, 50.29322315153223], [2.563896516118821, 50.28421265889165], [2.566332435462872, 50.281222311830454], [2.559452583452665, 50.27958170510987]]], ""type"": ""Polygon""}",19630,630,8,1,62,31,"POLYGON ((2.559452583452665 50.27958170510987, 2.546116697383726 50.285432434224035, 2.529900446463511 50.287203329159105, 2.519466641979751 50.28501714077125, 2.518356016155796 50.286862451159266, 2.522561839493311 50.29708769727906, 2.545620959546618 50.30318158288083, 2.547177793706291 50.29996397444286, 2.570364209430638 50.29322315153223, 2.563896516118821 50.28421265889165, 2.566332435462872 50.281222311830454, 2.559452583452665 50.27958170510987))"
62899,62179,WISSANT,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],47.0,1278.0,1.1,"50.888335524846816, 1.682485674175799","{""coordinates"": [[[1.666809295870256, 50.85964679467256], [1.667408295752663, 50.87599186893552], [1.6362239621485801, 50.877036702782945], [1.66696159981765, 50.892199750106315], [1.692683276939779, 50.91537679650539], [1.715000620310161, 50.89855315033675], [1.700759817014712, 50.88534259033429], [1.701076821925752, 50.87588030166438], [1.6778901832751631, 50.86948182122226], [1.666809295870256, 50.85964679467256]]], ""type"": ""Polygon""}",1215,899,36,3,62,31,"POLYGON ((1.666809295870256 50.85964679467256, 1.667408295752663 50.87599186893552, 1.6362239621485801 50.877036702782945, 1.66696159981765 50.892199750106315, 1.692683276939779 50.91537679650539, 1.715000620310161 50.89855315033675, 1.700759817014712 50.88534259033429, 1.701076821925752 50.87588030166438, 1.6778901832751631 50.86948182122226, 1.666809295870256 50.85964679467256))"
59320,59480,ILLIES,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],27.0,802.0,1.4,"50.562676927238606, 2.828451325963676","{""coordinates"": [[[2.8215657970684163, 50.543970611324866], [2.813165134575526, 50.549307589658554], [2.815047883322369, 50.565968555247935], [2.808220673827056, 50.578855402314844], [2.825923678610085, 50.583099758624456], [2.8394614310153443, 50.56822841275563], [2.849026009092134, 50.56488371599573], [2.854962037597358, 50.55875174691099], [2.842039382834958, 50.550577383440924], [2.8215657970684163, 50.543970611324866]]], ""type"": ""Polygon""}",35835,320,7,5,59,31,"POLYGON ((2.8215657970684163 50.543970611324866, 2.813165134575526 50.549307589658554, 2.815047883322369 50.565968555247935, 2.808220673827056 50.578855402314844, 2.825923678610085 50.583099758624456, 2.8394614310153443 50.56822841275563, 2.849026009092134 50.56488371599573, 2.854962037597358 50.55875174691099, 2.842039382834958 50.550577383440924, 2.8215657970684163 50.543970611324866))"
59312,59266,HONNECOURT-SUR-ESCAUT,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],111.0,1561.0,0.8,"50.03434606808179, 3.202111891335946","{""coordinates"": [[[3.172707227176816, 50.01199494467937], [3.166980276265858, 50.020984787973894], [3.175343380374729, 50.02466464218569], [3.178292245636126, 50.0505814748681], [3.19332601462053, 50.04980424799189], [3.202395449175905, 50.05754063827716], [3.234600844158306, 50.04098416028694], [3.244944396156439, 50.0400567853773], [3.244591541019529, 50.03048298390929], [3.229365700177762, 50.03052140100936], [3.203673523490533, 50.01789342523747], [3.172707227176816, 50.01199494467937]]], ""type"": ""Polygon""}",33333,312,43,2,59,31,"POLYGON ((3.172707227176816 50.01199494467937, 3.166980276265858 50.020984787973894, 3.175343380374729 50.02466464218569, 3.178292245636126 50.0505814748681, 3.19332601462053 50.04980424799189, 3.202395449175905 50.05754063827716, 3.234600844158306 50.04098416028694, 3.244944396156439 50.0400567853773, 3.244591541019529 50.03048298390929, 3.229365700177762 50.03052140100936, 3.203673523490533 50.01789342523747, 3.172707227176816 50.01199494467937))"
59461,59244,PETIT-FAYT,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],160.0,813.0,0.3,"50.1023567531719, 3.826079365335119","{""coordinates"": [[[3.808846473270008, 50.07537524215658], [3.801741033684315, 50.08322690986345], [3.80081410174314, 50.08995115286836], [3.793311332542402, 50.094921719913586], [3.805743405770151, 50.10147800004652], [3.823286071894297, 50.11812967871606], [3.841126712574061, 50.11075191681305], [3.854081164230021, 50.121188523510156], [3.867898578633322, 50.11559512910269], [3.8787413863107583, 50.11583235993163], [3.869649113835757, 50.10934072764952], [3.859619229819066, 50.11166567364922], [3.844157150769844, 50.10906059429874], [3.819497078628781, 50.09107625409119], [3.808846473270008, 50.07537524215658]]], ""type"": ""Polygon""}",19412,461,4,1,59,31,"POLYGON ((3.808846473270008 50.07537524215658, 3.801741033684315 50.08322690986345, 3.80081410174314 50.08995115286836, 3.793311332542402 50.094921719913586, 3.805743405770151 50.10147800004652, 3.823286071894297 50.11812967871606, 3.841126712574061 50.11075191681305, 3.854081164230021 50.121188523510156, 3.867898578633322 50.11559512910269, 3.8787413863107583 50.11583235993163, 3.869649113835757 50.10934072764952, 3.859619229819066 50.11166567364922, 3.844157150769844 50.10906059429874, 3.819497078628781 50.09107625409119, 3.808846473270008 50.07537524215658))"
62465,62158,HUMBERCAMPS,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],163.0,360.0,0.2,"50.18847533335171, 2.574533188597557","{""coordinates"": [[[2.574715336611897, 50.17577804947987], [2.553911160068353, 50.18497180869594], [2.57784501207473, 50.19792458978408], [2.589115519628396, 50.198537464249945], [2.591113931920868, 50.195329321018896], [2.594393619163136, 50.19278988036828], [2.578525414161577, 50.18507659095655], [2.574715336611897, 50.17577804947987]]], ""type"": ""Polygon""}",2665,465,40,1,62,31,"POLYGON ((2.574715336611897 50.17577804947987, 2.553911160068353 50.18497180869594, 2.57784501207473 50.19792458978408, 2.589115519628396 50.198537464249945, 2.591113931920868 50.195329321018896, 2.594393619163136 50.19278988036828, 2.578525414161577 50.18507659095655, 2.574715336611897 50.17577804947987))"
62402,62830,HALINGHEN,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],129.0,564.0,0.3,"50.60417448190258, 1.6826182468201911","{""coordinates"": [[[1.692663919181327, 50.590934881237125], [1.679507573906844, 50.5957861971355], [1.665181724810875, 50.592536119941535], [1.659889310336594, 50.60063828200128], [1.6655163918428801, 50.60436113291778], [1.670614781190162, 50.60464026573269], [1.675058430913289, 50.61049519226717], [1.6782930664489841, 50.619981174359886], [1.674996330569349, 50.622477167922646], [1.690934185036884, 50.616201745834765], [1.700441741711367, 50.61623884341755], [1.693625559150538, 50.60710173095066], [1.701003175774632, 50.595618219688575], [1.692663919181327, 50.590934881237125]]], ""type"": ""Polygon""}",36087,402,44,3,62,31,"POLYGON ((1.692663919181327 50.590934881237125, 1.679507573906844 50.5957861971355, 1.665181724810875 50.592536119941535, 1.659889310336594 50.60063828200128, 1.6655163918428801 50.60436113291778, 1.670614781190162 50.60464026573269, 1.675058430913289 50.61049519226717, 1.6782930664489841 50.619981174359886, 1.674996330569349 50.622477167922646, 1.690934185036884 50.616201745834765, 1.700441741711367 50.61623884341755, 1.693625559150538 50.60710173095066, 1.701003175774632 50.595618219688575, 1.692663919181327 50.590934881237125))"
62347,62810,FOSSEUX,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],132.0,550.0,0.1,"50.25418681536581, 2.564928807375659","{""coordinates"": [[[2.548149168159854, 50.235165607433956], [2.546147025974018, 50.23831002718377], [2.555281553184615, 50.25036670501827], [2.554198677739654, 50.26042848655031], [2.551860615032865, 50.26347290782432], [2.541896817460857, 50.26241263543021], [2.541555367936108, 50.262995008658606], [2.556144101903179, 50.26699026247244], [2.576827245146691, 50.26453094925922], [2.586462162570387, 50.26654804528175], [2.590419525887816, 50.267414275924395], [2.591882648103076, 50.26490499543791], [2.5797763579444952, 50.25856992924049], [2.573913811982374, 50.24620333798626], [2.552827514332049, 50.23647573057016], [2.548149168159854, 50.235165607433956]]], ""type"": ""Polygon""}",20744,347,10,1,62,31,"POLYGON ((2.548149168159854 50.235165607433956, 2.546147025974018 50.23831002718377, 2.555281553184615 50.25036670501827, 2.554198677739654 50.26042848655031, 2.551860615032865 50.26347290782432, 2.541896817460857 50.26241263543021, 2.541555367936108 50.262995008658606, 2.556144101903179 50.26699026247244, 2.576827245146691 50.26453094925922, 2.586462162570387 50.26654804528175, 2.590419525887816 50.267414275924395, 2.591882648103076 50.26490499543791, 2.5797763579444952 50.25856992924049, 2.573913811982374 50.24620333798626, 2.552827514332049 50.23647573057016, 2.548149168159854 50.235165607433956))"
62589,62144,MONT-SAINT-ELOI,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],104.0,1581.0,1.0,"50.35023295750405, 2.690409702855453","{""coordinates"": [[[2.663278423366545, 50.32633733436725], [2.649469056015418, 50.3296387792375], [2.648451574730449, 50.33275132943634], [2.653381370716694, 50.33181358880993], [2.661024473854835, 50.33618924922538], [2.667336458289422, 50.36182964155137], [2.668990331106912, 50.36859436916896], [2.688705334638523, 50.36736183586435], [2.723997363136353, 50.366467207315694], [2.725643913307882, 50.36050064430658], [2.734376128304174, 50.3572877189852], [2.72949520647188, 50.34891867292248], [2.718952974229172, 50.34979291124266], [2.7055446285929152, 50.33919449508032], [2.663278423366545, 50.32633733436725]]], ""type"": ""Polygon""}",8763,589,71,1,62,31,"POLYGON ((2.663278423366545 50.32633733436725, 2.649469056015418 50.3296387792375, 2.648451574730449 50.33275132943634, 2.653381370716694 50.33181358880993, 2.661024473854835 50.33618924922538, 2.667336458289422 50.36182964155137, 2.668990331106912 50.36859436916896, 2.688705334638523 50.36736183586435, 2.723997363136353 50.366467207315694, 2.725643913307882 50.36050064430658, 2.734376128304174 50.3572877189852, 2.72949520647188 50.34891867292248, 2.718952974229172 50.34979291124266, 2.7055446285929152 50.33919449508032, 2.663278423366545 50.32633733436725))"
59620,59234,VILLERS-AU-TERTRE,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],65.0,464.0,0.6000000000000001,"50.302072108858006, 3.175874111982301","{""coordinates"": [[[3.177492008762874, 50.28880710326106], [3.158299835864036, 50.304653510780156], [3.154174936999283, 50.30354540504161], [3.151687979949537, 50.30632284057053], [3.159005017558191, 50.31046166065897], [3.188711330050549, 50.309683544147674], [3.193304672522474, 50.30830272708778], [3.1903401814413472, 50.299176199490596], [3.194777614258531, 50.2976069966084], [3.177492008762874, 50.28880710326106]]], ""type"": ""Polygon""}",32694,620,1,3,59,31,"POLYGON ((3.177492008762874 50.28880710326106, 3.158299835864036 50.304653510780156, 3.154174936999283 50.30354540504161, 3.151687979949537 50.30632284057053, 3.159005017558191 50.31046166065897, 3.188711330050549 50.309683544147674, 3.193304672522474 50.30830272708778, 3.1903401814413472 50.299176199490596, 3.194777614258531 50.2976069966084, 3.177492008762874 50.28880710326106))"
62165,62240,BOURNONVILLE,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],71.0,893.0,0.2,"50.698274703026144, 1.846046165765674","{""coordinates"": [[[1.8391203619911032, 50.677764368835604], [1.831129806403788, 50.6945705974894], [1.8224094187309061, 50.69889473698621], [1.809576679251599, 50.70791739043156], [1.836461835538695, 50.70713085826711], [1.845878596914428, 50.71553769250989], [1.864026918739699, 50.71309331842586], [1.864479110613755, 50.70248993616118], [1.872003344943074, 50.6984392278592], [1.8655810470836722, 50.69375899339167], [1.8665423053651962, 50.68748565836489], [1.8391203619911032, 50.677764368835604]]], ""type"": ""Polygon""}",14169,165,21,3,62,31,"POLYGON ((1.8391203619911032 50.677764368835604, 1.831129806403788 50.6945705974894, 1.8224094187309061 50.69889473698621, 1.809576679251599 50.70791739043156, 1.836461835538695 50.70713085826711, 1.845878596914428 50.71553769250989, 1.864026918739699 50.71309331842586, 1.864479110613755 50.70248993616118, 1.872003344943074 50.6984392278592, 1.8655810470836722 50.69375899339167, 1.8665423053651962 50.68748565836489, 1.8391203619911032 50.677764368835604))"
62837,62380,VAUDRINGHEM,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],154.0,771.0,0.5,"50.654083573646155, 2.024094816919874","{""coordinates"": [[[2.003060863875574, 50.63725813173437], [1.995781111443876, 50.63925472487913], [1.995303071585204, 50.64833341676239], [2.007123847460536, 50.660885368456626], [2.030333572553936, 50.66685729018996], [2.040427480152584, 50.666253600849316], [2.052969030179786, 50.66089333017678], [2.051442273749082, 50.65053394042216], [2.058292944763191, 50.645039698254706], [2.038632362354714, 50.65013030131954], [2.007949524549651, 50.64340021335116], [2.003060863875574, 50.63725813173437]]], ""type"": ""Polygon""}",34888,837,34,5,62,31,"POLYGON ((2.003060863875574 50.63725813173437, 1.995781111443876 50.63925472487913, 1.995303071585204 50.64833341676239, 2.007123847460536 50.660885368456626, 2.030333572553936 50.66685729018996, 2.040427480152584 50.666253600849316, 2.052969030179786 50.66089333017678, 2.051442273749082 50.65053394042216, 2.058292944763191 50.645039698254706, 2.038632362354714 50.65013030131954, 2.007949524549651 50.64340021335116, 2.003060863875574 50.63725813173437))"
59051,59480,LA BASSEE,['NORD'],['NORD-PAS-DE-CALAIS'],['Chef-lieu canton'],25.0,355.0,6.2,"50.53976470458689, 2.809102904525701","{""coordinates"": [[[2.803771980808473, 50.52690805440994], [2.7993862616148553, 50.52857050658064], [2.80123714756066, 50.5376837383201], [2.794472161106011, 50.549206195834714], [2.803789982324019, 50.5511869089749], [2.813165134575526, 50.549307589658554], [2.8215657970684163, 50.543970611324866], [2.824657366330118, 50.537961435409336], [2.8123394374329633, 50.52896778449833], [2.803771980808473, 50.52690805440994]]], ""type"": ""Polygon""}",20102,51,7,5,59,31,"POLYGON ((2.803771980808473 50.52690805440994, 2.7993862616148553 50.52857050658064, 2.80123714756066 50.5376837383201, 2.794472161106011 50.549206195834714, 2.803789982324019 50.5511869089749, 2.813165134575526 50.549307589658554, 2.8215657970684163 50.543970611324866, 2.824657366330118 50.537961435409336, 2.8123394374329633 50.52896778449833, 2.803771980808473 50.52690805440994))"
59614,59271,VIESLY,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],110.0,1067.0,1.4,"50.15711251859307, 3.456210535623482","{""coordinates"": [[[3.464937482911941, 50.131118422523635], [3.4427777144045, 50.14373724431702], [3.433394881782153, 50.15285895093134], [3.442080733819219, 50.16478986350842], [3.443339813953262, 50.17448398891398], [3.443868196966065, 50.180534701820925], [3.449742143423412, 50.185308724806006], [3.452762213498587, 50.185207842488], [3.4645631497856453, 50.17875203241788], [3.464686110364303, 50.17538400546931], [3.469655782705074, 50.16844136461996], [3.467300615538346, 50.15865280112053], [3.474811326887035, 50.15461875049799], [3.472556789361867, 50.148170477664166], [3.476736953479092, 50.1423708560785], [3.473098226542671, 50.13279359760461], [3.465477124477004, 50.13359505097846], [3.464937482911941, 50.131118422523635]]], ""type"": ""Polygon""}",26270,614,58,2,59,31,"POLYGON ((3.464937482911941 50.131118422523635, 3.4427777144045 50.14373724431702, 3.433394881782153 50.15285895093134, 3.442080733819219 50.16478986350842, 3.443339813953262 50.17448398891398, 3.443868196966065 50.180534701820925, 3.449742143423412 50.185308724806006, 3.452762213498587 50.185207842488, 3.4645631497856453 50.17875203241788, 3.464686110364303 50.17538400546931, 3.469655782705074 50.16844136461996, 3.467300615538346 50.15865280112053, 3.474811326887035 50.15461875049799, 3.472556789361867 50.148170477664166, 3.476736953479092 50.1423708560785, 3.473098226542671 50.13279359760461, 3.465477124477004 50.13359505097846, 3.464937482911941 50.131118422523635))"
59316,59263,HOUPLIN-ANCOISNE,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],22.0,648.0,3.5,"50.56992050290505, 2.994980191669159","{""coordinates"": [[[3.02139154153196, 50.567208612242716], [3.012933356398225, 50.555425320071], [2.98534519329936, 50.56448114282168], [2.981724635991335, 50.56208428519599], [2.9667977676946613, 50.56971904737273], [2.967600712039108, 50.57023981600035], [2.977363743659361, 50.57748485290603], [2.97823488252777, 50.583812360673114], [2.989413841515293, 50.58204575609356], [3.009246121122511, 50.57710064876111], [3.009301870628451, 50.57369910613823], [3.02139154153196, 50.567208612242716]]], ""type"": ""Polygon""}",30022,316,78,5,59,31,"POLYGON ((3.02139154153196 50.567208612242716, 3.012933356398225 50.555425320071, 2.98534519329936 50.56448114282168, 2.981724635991335 50.56208428519599, 2.9667977676946613 50.56971904737273, 2.967600712039108 50.57023981600035, 2.977363743659361 50.57748485290603, 2.97823488252777 50.583812360673114, 2.989413841515293 50.58204575609356, 3.009246121122511 50.57710064876111, 3.009301870628451 50.57369910613823, 3.02139154153196 50.567208612242716))"
62249,62970,COURCELLES-LES-LENS,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],31.0,561.0,5.9,"50.41477153189966, 3.014971812192536","{""coordinates"": [[[2.995463395494622, 50.39993851143322], [2.991727079857914, 50.401697863299184], [3.004215331810965, 50.4210976682959], [3.020279285651054, 50.42990247681051], [3.036155391290309, 50.42374066752128], [3.03897938116258, 50.423183235869836], [3.029515784058171, 50.411542603956356], [3.014622093598036, 50.4034747707279], [2.995463395494622, 50.39993851143322]]], ""type"": ""Polygon""}",28289,249,56,7,62,31,"POLYGON ((2.995463395494622 50.39993851143322, 2.991727079857914 50.401697863299184, 3.004215331810965 50.4210976682959, 3.020279285651054 50.42990247681051, 3.036155391290309 50.42374066752128, 3.03897938116258 50.423183235869836, 3.029515784058171 50.411542603956356, 3.014622093598036 50.4034747707279, 2.995463395494622 50.39993851143322))"
59574,59490,SOMAIN,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],27.0,1237.0,12.3,"50.35980096869509, 3.2751970416127563","{""coordinates"": [[[3.28088922323797, 50.33402778845457], [3.262163381309926, 50.3448786213812], [3.25690274062432, 50.34499742219196], [3.256049388674343, 50.36486727474266], [3.246914419048298, 50.36818071704135], [3.251633276949384, 50.37433886131141], [3.262224189064214, 50.37551982766903], [3.271099755625103, 50.383966527280506], [3.286456319209126, 50.38076278172586], [3.294352513798767, 50.376928727717235], [3.289405002280995, 50.37101516069481], [3.295562274899443, 50.358153357341735], [3.294733270340767, 50.34114207757008], [3.28088922323797, 50.33402778845457]]], ""type"": ""Polygon""}",22799,574,42,3,59,31,"POLYGON ((3.28088922323797 50.33402778845457, 3.262163381309926 50.3448786213812, 3.25690274062432 50.34499742219196, 3.256049388674343 50.36486727474266, 3.246914419048298 50.36818071704135, 3.251633276949384 50.37433886131141, 3.262224189064214 50.37551982766903, 3.271099755625103 50.383966527280506, 3.286456319209126 50.38076278172586, 3.294352513798767 50.376928727717235, 3.289405002280995 50.37101516069481, 3.295562274899443 50.358153357341735, 3.294733270340767 50.34114207757008, 3.28088922323797 50.33402778845457))"
59329,59552,LAMBRES-LEZ-DOUAI,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],29.0,884.0,5.1,"50.35423496491373, 3.054667098248321","{""coordinates"": [[[3.094206784548895, 50.34268811911535], [3.086148750665428, 50.33963250248085], [3.071883275052605, 50.34066513423989], [3.060054373956801, 50.350224015527274], [3.046692406556032, 50.34581265095134], [3.038792043586101, 50.34401979306915], [3.013458555181019, 50.35941325446737], [3.045099812247098, 50.36920045396958], [3.05505140524427, 50.36882833292178], [3.057978120302663, 50.362793969589696], [3.068166692756749, 50.36223214289836], [3.085170692013655, 50.35029003852804], [3.095300687294612, 50.34992351503165], [3.094206784548895, 50.34268811911535]]], ""type"": ""Polygon""}",8835,329,23,3,59,31,"POLYGON ((3.094206784548895 50.34268811911535, 3.086148750665428 50.33963250248085, 3.071883275052605 50.34066513423989, 3.060054373956801 50.350224015527274, 3.046692406556032 50.34581265095134, 3.038792043586101 50.34401979306915, 3.013458555181019 50.35941325446737, 3.045099812247098 50.36920045396958, 3.05505140524427 50.36882833292178, 3.057978120302663 50.362793969589696, 3.068166692756749 50.36223214289836, 3.085170692013655 50.35029003852804, 3.095300687294612 50.34992351503165, 3.094206784548895 50.34268811911535))"
62197,62470,CAMBLAIN-CHATELAIN,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],102.0,997.0,1.7000000000000002,"50.47702555964659, 2.450562844570942","{""coordinates"": [[[2.448888622866344, 50.45788664726427], [2.439437117195526, 50.459334317458705], [2.43824525488363, 50.46028942303138], [2.439314224812981, 50.46153306310391], [2.4278414627148432, 50.4675128731583], [2.424273150878204, 50.48070087304906], [2.427880207440799, 50.48268345169614], [2.448899819967582, 50.49416089006519], [2.45623684284293, 50.496248907452866], [2.458889473134679, 50.494285748460236], [2.479575090885953, 50.479303107949576], [2.474820613203025, 50.47116823897157], [2.454185806166735, 50.463457755456595], [2.448888622866344, 50.45788664726427]]], ""type"": ""Polygon""}",34727,197,28,2,62,31,"POLYGON ((2.448888622866344 50.45788664726427, 2.439437117195526 50.459334317458705, 2.43824525488363 50.46028942303138, 2.439314224812981 50.46153306310391, 2.4278414627148432 50.4675128731583, 2.424273150878204 50.48070087304906, 2.427880207440799 50.48268345169614, 2.448899819967582 50.49416089006519, 2.45623684284293 50.496248907452866, 2.458889473134679 50.494285748460236, 2.479575090885953 50.479303107949576, 2.474820613203025 50.47116823897157, 2.454185806166735 50.463457755456595, 2.448888622866344 50.45788664726427))"
