Code INSEE,Code Postal,Commune,Département,Région,Statut,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région,geometry
62892,62580,WILLERVAL,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],68.0,406.0,0.6000000000000001,"50.36259799466658, 2.849334640880387","{""coordinates"": [[[2.848618870358064, 50.348996605708386], [2.8370524424288623, 50.350490167451504], [2.8388714682842773, 50.36967811696092], [2.853656020388684, 50.3780636746472], [2.861387741382472, 50.369238610627406], [2.862524008050217, 50.35918480701938], [2.848618870358064, 50.348996605708386]]], ""type"": ""Polygon""}",33332,892,45,1,62,31,"POLYGON ((2.848618870358064 50.348996605708386, 2.8370524424288623 50.350490167451504, 2.8388714682842773 50.36967811696092, 2.853656020388684 50.3780636746472, 2.861387741382472 50.369238610627406, 2.862524008050217 50.35918480701938, 2.848618870358064 50.348996605708386))"
62692,62850,REBERGUES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],97.0,485.0,0.2,"50.75333593456739, 1.952671791224919","{""coordinates"": [[[1.9475836836600382, 50.73353510092335], [1.93910215634245, 50.7347552842828], [1.9332336765059241, 50.739416299338764], [1.948437844478773, 50.75212665020572], [1.946043057655309, 50.75837882578694], [1.944242438115667, 50.76997503918297], [1.9562860863375071, 50.77192505728985], [1.9719196542114612, 50.754153404575135], [1.949330395739068, 50.73992117828307], [1.9475836836600382, 50.73353510092335]]], ""type"": ""Polygon""}",33447,692,2,5,62,31,"POLYGON ((1.9475836836600382 50.73353510092335, 1.93910215634245 50.7347552842828, 1.9332336765059241 50.739416299338764, 1.948437844478773 50.75212665020572, 1.946043057655309 50.75837882578694, 1.944242438115667 50.76997503918297, 1.9562860863375071 50.77192505728985, 1.9719196542114612 50.754153404575135, 1.949330395739068 50.73992117828307, 1.9475836836600382 50.73353510092335))"
59525,59177,SAINS-DU-NORD,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],200.0,1603.0,3.0,"50.08547941460691, 4.032230704187247","{""coordinates"": [[[4.039177792701404, 50.06552973696825], [4.024200455453362, 50.06598804336921], [4.015626962510852, 50.07757424067919], [3.99203595259998, 50.08383898230075], [4.006222421620148, 50.10589931510245], [4.011346132792441, 50.100216755700785], [4.016486836885656, 50.099626413020545], [4.029265908129634, 50.10526818541252], [4.039235856586403, 50.103854909493954], [4.048087323422564, 50.107138794898205], [4.055143442247261, 50.10260548522945], [4.048307836712867, 50.09346675312934], [4.048112037029836, 50.08330097519818], [4.079655974594012, 50.08117720426359], [4.067371586460196, 50.07182661820265], [4.039177792701404, 50.06552973696825]]], ""type"": ""Polygon""}",10056,525,4,1,59,31,"POLYGON ((4.039177792701404 50.06552973696825, 4.024200455453362 50.06598804336921, 4.015626962510852 50.07757424067919, 3.99203595259998 50.08383898230075, 4.006222421620148 50.10589931510245, 4.011346132792441 50.100216755700785, 4.016486836885656 50.099626413020545, 4.029265908129634 50.10526818541252, 4.039235856586403 50.103854909493954, 4.048087323422564 50.107138794898205, 4.055143442247261 50.10260548522945, 4.048307836712867 50.09346675312934, 4.048112037029836 50.08330097519818, 4.079655974594012 50.08117720426359, 4.067371586460196 50.07182661820265, 4.039177792701404 50.06552973696825))"
59261,59132,GLAGEON,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],204.0,1182.0,1.8,"50.0506114879009, 4.064049370920028","{""coordinates"": [[[4.081384456137599, 50.02269606380964], [4.0709755890763955, 50.03225511188507], [4.051342262230716, 50.03163461718799], [4.045074171413376, 50.03672738338828], [4.045481830484245, 50.05655688360034], [4.039177792701404, 50.06552973696825], [4.067371586460196, 50.07182661820265], [4.077671447305672, 50.07053297158968], [4.078909977555209, 50.06379446220694], [4.08756877527586, 50.055669906294426], [4.0807605900965545, 50.04648727695285], [4.081384456137599, 50.02269606380964]]], ""type"": ""Polygon""}",21369,261,64,1,59,31,"POLYGON ((4.081384456137599 50.02269606380964, 4.0709755890763955 50.03225511188507, 4.051342262230716 50.03163461718799, 4.045074171413376 50.03672738338828, 4.045481830484245 50.05655688360034, 4.039177792701404 50.06552973696825, 4.067371586460196 50.07182661820265, 4.077671447305672 50.07053297158968, 4.078909977555209 50.06379446220694, 4.08756877527586 50.055669906294426, 4.0807605900965545 50.04648727695285, 4.081384456137599 50.02269606380964))"
59546,59114,SAINT-SYLVESTRE-CAPPEL,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],41.0,813.0,1.1,"50.77570553055297, 2.550120811812853","{""coordinates"": [[[2.562897317580254, 50.76465713404215], [2.5481351636108442, 50.76062953383346], [2.537232554893506, 50.76168415436708], [2.52492186934451, 50.767954543764475], [2.541889704731997, 50.779933651098375], [2.529871407054622, 50.786304141282265], [2.532747215129959, 50.78906050142601], [2.558936278091595, 50.79192842153838], [2.570284850151924, 50.78086032281665], [2.5668195570731163, 50.772450077786814], [2.575250908042011, 50.76934770145703], [2.562897317580254, 50.76465713404215]]], ""type"": ""Polygon""}",32912,546,60,4,59,31,"POLYGON ((2.562897317580254 50.76465713404215, 2.5481351636108442 50.76062953383346, 2.537232554893506 50.76168415436708, 2.52492186934451 50.767954543764475, 2.541889704731997 50.779933651098375, 2.529871407054622 50.786304141282265, 2.532747215129959 50.78906050142601, 2.558936278091595 50.79192842153838, 2.570284850151924 50.78086032281665, 2.5668195570731163 50.772450077786814, 2.575250908042011 50.76934770145703, 2.562897317580254 50.76465713404215))"
59053,59570,BAVAY,['NORD'],['NORD-PAS-DE-CALAIS'],['Chef-lieu canton'],140.0,1040.0,3.5,"50.293608761786174, 3.8030879465772482","{""coordinates"": [[[3.814161937650304, 50.27732032660353], [3.809078098378383, 50.276599554766435], [3.797299676657515, 50.28316831697812], [3.787071496268342, 50.28417688187342], [3.767431053707136, 50.28000871563431], [3.7639625346085372, 50.28230200031624], [3.769601026101914, 50.2936973073707], [3.779746334413898, 50.301714636066606], [3.800500533583432, 50.30301824987784], [3.8084082521132423, 50.30746509385876], [3.837803691528101, 50.30546407942324], [3.841927948990588, 50.29971635859905], [3.831357043391932, 50.29367336097094], [3.832972710152072, 50.28453962835183], [3.808067251043265, 50.28963500995001], [3.814161937650304, 50.27732032660353]]], ""type"": ""Polygon""}",17460,53,8,1,59,31,"POLYGON ((3.814161937650304 50.27732032660353, 3.809078098378383 50.276599554766435, 3.797299676657515 50.28316831697812, 3.787071496268342 50.28417688187342, 3.767431053707136 50.28000871563431, 3.7639625346085372 50.28230200031624, 3.769601026101914 50.2936973073707, 3.779746334413898 50.301714636066606, 3.800500533583432 50.30301824987784, 3.8084082521132423 50.30746509385876, 3.837803691528101 50.30546407942324, 3.841927948990588 50.29971635859905, 3.831357043391932 50.29367336097094, 3.832972710152072 50.28453962835183, 3.808067251043265 50.28963500995001, 3.814161937650304 50.27732032660353))"
62397,62340,GUINES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Chef-lieu canton'],43.0,2639.0,5.5,"50.858225636237826, 1.8705793118514222","{""coordinates"": [[[1.878313424969254, 50.816201869608314], [1.8646991775498711, 50.82195571211951], [1.861342002750328, 50.828179000729754], [1.8372570620807962, 50.84224093107426], [1.8261883617650931, 50.84892933176887], [1.8564504952227492, 50.88162652332865], [1.864614169244704, 50.88622283566149], [1.8752064552503351, 50.88445260936008], [1.881734288193623, 50.893787989110905], [1.918825885927099, 50.880836674650254], [1.9185426833824422, 50.877541581896615], [1.908228289887456, 50.877119818812915], [1.892833828303053, 50.85638451952978], [1.879447721249303, 50.83827557950245], [1.88907137102932, 50.826688514570925], [1.8809366881329712, 50.81796615277531], [1.878313424969254, 50.816201869608314]]], ""type"": ""Polygon""}",5589,397,25,6,62,31,"POLYGON ((1.878313424969254 50.816201869608314, 1.8646991775498711 50.82195571211951, 1.861342002750328 50.828179000729754, 1.8372570620807962 50.84224093107426, 1.8261883617650931 50.84892933176887, 1.8564504952227492 50.88162652332865, 1.864614169244704 50.88622283566149, 1.8752064552503351 50.88445260936008, 1.881734288193623 50.893787989110905, 1.918825885927099 50.880836674650254, 1.9185426833824422 50.877541581896615, 1.908228289887456 50.877119818812915, 1.892833828303053 50.85638451952978, 1.879447721249303 50.83827557950245, 1.88907137102932 50.826688514570925, 1.8809366881329712 50.81796615277531, 1.878313424969254 50.816201869608314))"
59405,62147,MOEUVRES,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],71.0,740.0,0.5,"50.16021584232489, 3.067818917456081","{""coordinates"": [[[3.067794303601405, 50.147488833219235], [3.052362704403401, 50.14473940130701], [3.040398413698202, 50.15970510843706], [3.060132015151819, 50.167860014131065], [3.062725806574364, 50.17377659597413], [3.090058153486001, 50.17175705856668], [3.095886330259339, 50.1631317247082], [3.067794303601405, 50.147488833219235]]], ""type"": ""Polygon""}",30455,405,43,2,59,31,"POLYGON ((3.067794303601405 50.147488833219235, 3.052362704403401 50.14473940130701, 3.040398413698202 50.15970510843706, 3.060132015151819 50.167860014131065, 3.062725806574364 50.17377659597413, 3.090058153486001 50.17175705856668, 3.095886330259339 50.1631317247082, 3.067794303601405 50.147488833219235))"
62120,62150,BEUGIN,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],101.0,502.0,0.4,"50.44210755691618, 2.5078421899053502","{""coordinates"": [[[2.520424173359339, 50.42939578834848], [2.515587819120952, 50.428129115082264], [2.498523930624485, 50.4355120297314], [2.487357755767005, 50.44579871364633], [2.490190550643734, 50.453440742186906], [2.494525138337718, 50.45444598015635], [2.501744461303273, 50.450974323981136], [2.508893803096651, 50.45458466029734], [2.5282012762360413, 50.440835483680175], [2.520424173359339, 50.42939578834848]]], ""type"": ""Polygon""}",29794,120,28,2,62,31,"POLYGON ((2.520424173359339 50.42939578834848, 2.515587819120952 50.428129115082264, 2.498523930624485 50.4355120297314, 2.487357755767005 50.44579871364633, 2.490190550643734 50.453440742186906, 2.494525138337718 50.45444598015635, 2.501744461303273 50.450974323981136, 2.508893803096651 50.45458466029734, 2.5282012762360413 50.440835483680175, 2.520424173359339 50.42939578834848))"
59524,59184,SAINGHIN-EN-WEPPES,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],27.0,781.0,5.5,"50.55833598724371, 2.8974025520085642","{""coordinates"": [[[2.887045509839579, 50.53298077576281], [2.886964595383633, 50.537656972017345], [2.89431359828624, 50.54563368756399], [2.890990059876079, 50.551796902740065], [2.881616658075238, 50.55397828669027], [2.881468420183888, 50.56307906444444], [2.880029347710984, 50.56974622638049], [2.884496824623729, 50.575835572322774], [2.904659142832383, 50.5793709186821], [2.916870982837271, 50.550605290975675], [2.901997635587243, 50.541924164545925], [2.900404986587345, 50.53534383757233], [2.8979161754225053, 50.533430014065225], [2.887045509839579, 50.53298077576281]]], ""type"": ""Polygon""}",15492,524,7,5,59,31,"POLYGON ((2.887045509839579 50.53298077576281, 2.886964595383633 50.537656972017345, 2.89431359828624 50.54563368756399, 2.890990059876079 50.551796902740065, 2.881616658075238 50.55397828669027, 2.881468420183888 50.56307906444444, 2.880029347710984 50.56974622638049, 2.884496824623729 50.575835572322774, 2.904659142832383 50.5793709186821, 2.916870982837271 50.550605290975675, 2.901997635587243 50.541924164545925, 2.900404986587345 50.53534383757233, 2.8979161754225053 50.533430014065225, 2.887045509839579 50.53298077576281))"
62505,62250,LEULINGHEN-BERNES,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],49.0,682.0,0.4,"50.83711711370631, 1.7131303726255842","{""coordinates"": [[[1.731938583187079, 50.82934356997612], [1.718496597145495, 50.8248004575086], [1.700931591825195, 50.83129444707028], [1.685809216638829, 50.830400182996506], [1.682332999642657, 50.840269446858706], [1.705173334634619, 50.84749838255661], [1.706769950761038, 50.844401458871], [1.720882065645567, 50.84729261000346], [1.7446337214988241, 50.84171974377049], [1.731938583187079, 50.82934356997612]]], ""type"": ""Polygon""}",35236,505,36,3,62,31,"POLYGON ((1.731938583187079 50.82934356997612, 1.718496597145495 50.8248004575086, 1.700931591825195 50.83129444707028, 1.685809216638829 50.830400182996506, 1.682332999642657 50.840269446858706, 1.705173334634619 50.84749838255661, 1.706769950761038 50.844401458871, 1.720882065645567 50.84729261000346, 1.7446337214988241 50.84171974377049, 1.731938583187079 50.82934356997612))"
59496,59360,REJET-DE-BEAULIEU,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],145.0,632.0,0.2,"50.0452957796532, 3.635086602715096","{""coordinates"": [[[3.625096552457698, 50.03077685096254], [3.628948242328277, 50.03667626851041], [3.61078935178887, 50.0481121686834], [3.609327039864366, 50.057613137106564], [3.639766990422763, 50.05418878188388], [3.6581759504347433, 50.04839690684318], [3.653899985762264, 50.04237499064027], [3.662095146251779, 50.03872925809501], [3.657568783152784, 50.032726713323115], [3.643078812103147, 50.036989183443644], [3.625096552457698, 50.03077685096254]]], ""type"": ""Polygon""}",34013,496,17,2,59,31,"POLYGON ((3.625096552457698 50.03077685096254, 3.628948242328277 50.03667626851041, 3.61078935178887 50.0481121686834, 3.609327039864366 50.057613137106564, 3.639766990422763 50.05418878188388, 3.6581759504347433 50.04839690684318, 3.653899985762264 50.04237499064027, 3.662095146251779 50.03872925809501, 3.657568783152784 50.032726713323115, 3.643078812103147 50.036989183443644, 3.625096552457698 50.03077685096254))"
59642,59870,WARLAING,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],17.0,396.0,0.6000000000000001,"50.40932686840409, 3.324339063955858","{""coordinates"": [[[3.347534686304228, 50.40587752904991], [3.33262414518033, 50.40699584384433], [3.313725278139652, 50.401631963786734], [3.303809642336488, 50.4040806204473], [3.29954152792545, 50.40205319281845], [3.308369668056629, 50.414743254015065], [3.344096976133437, 50.414675868351715], [3.350434817709055, 50.41085172056199], [3.347534686304228, 50.40587752904991]]], ""type"": ""Polygon""}",5590,642,42,3,59,31,"POLYGON ((3.347534686304228 50.40587752904991, 3.33262414518033 50.40699584384433, 3.313725278139652 50.401631963786734, 3.303809642336488 50.4040806204473, 3.29954152792545 50.40205319281845, 3.308369668056629 50.414743254015065, 3.344096976133437 50.414675868351715, 3.350434817709055 50.41085172056199, 3.347534686304228 50.40587752904991))"
62697,62860,RECOURT,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],57.0,337.0,0.2,"50.25727038059426, 3.027654693477624","{""coordinates"": [[[3.018484086992125, 50.24811539860452], [3.012128640889302, 50.2562961558457], [3.018644115406333, 50.26439440821748], [3.03434825411476, 50.26677943004538], [3.036381342650081, 50.269409668699666], [3.042291679755445, 50.25090203671914], [3.018484086992125, 50.24811539860452]]], ""type"": ""Polygon""}",17316,697,46,1,62,31,"POLYGON ((3.018484086992125 50.24811539860452, 3.012128640889302 50.2562961558457, 3.018644115406333 50.26439440821748, 3.03434825411476 50.26677943004538, 3.036381342650081 50.269409668699666, 3.042291679755445 50.25090203671914, 3.018484086992125 50.24811539860452))"
59196,59320,ENNETIERES-EN-WEPPES,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],28.0,1056.0,1.1,"50.640484703951536, 2.933122479613042","{""coordinates"": [[[2.922601914116624, 50.625540217916914], [2.910350349538872, 50.636561400266785], [2.891862755235908, 50.64388756284382], [2.895872632423183, 50.649894663406045], [2.899124411889396, 50.6472589681541], [2.909567519618609, 50.648119549970644], [2.929228131176047, 50.65890112016261], [2.9525606555016712, 50.648179310330164], [2.956870557429772, 50.642437447899326], [2.9703925814867462, 50.63949787955862], [2.970015035131062, 50.633664539052525], [2.96129778762714, 50.62965959158428], [2.941279689046457, 50.62691456258019], [2.922601914116624, 50.625540217916914]]], ""type"": ""Polygon""}",34890,196,74,5,59,31,"POLYGON ((2.922601914116624 50.625540217916914, 2.910350349538872 50.636561400266785, 2.891862755235908 50.64388756284382, 2.895872632423183 50.649894663406045, 2.899124411889396 50.6472589681541, 2.909567519618609 50.648119549970644, 2.929228131176047 50.65890112016261, 2.9525606555016712 50.648179310330164, 2.956870557429772 50.642437447899326, 2.9703925814867462 50.63949787955862, 2.970015035131062 50.633664539052525, 2.96129778762714 50.62965959158428, 2.941279689046457 50.62691456258019, 2.922601914116624 50.625540217916914))"
62578,62123,MONCHIET,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],128.0,275.0,0.1,"50.238194465608004, 2.623118258653035","{""coordinates"": [[[2.610922596739369, 50.22986661920836], [2.60924545068232, 50.242225958798414], [2.626510380574723, 50.245898200842454], [2.635413693814546, 50.2442816739898], [2.6392800317676093, 50.236175732099646], [2.626430367911356, 50.232069730897756], [2.610922596739369, 50.22986661920836]]], ""type"": ""Polygon""}",21401,578,10,1,62,31,"POLYGON ((2.610922596739369 50.22986661920836, 2.60924545068232 50.242225958798414, 2.626510380574723 50.245898200842454, 2.635413693814546 50.2442816739898, 2.6392800317676093 50.236175732099646, 2.626430367911356 50.232069730897756, 2.610922596739369 50.22986661920836))"
59498,59980,REUMONT,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],135.0,278.0,0.4,"50.08519540027447, 3.478375125530202","{""coordinates"": [[[3.476802912656307, 50.07651312906895], [3.469535095960376, 50.08140005254891], [3.459490413395081, 50.080369302077074], [3.46062491458045, 50.08696627684455], [3.491339699207539, 50.09471468281826], [3.492616630950531, 50.08098623577188], [3.476802912656307, 50.07651312906895]]], ""type"": ""Polygon""}",25542,498,17,2,59,31,"POLYGON ((3.476802912656307 50.07651312906895, 3.469535095960376 50.08140005254891, 3.459490413395081 50.080369302077074, 3.46062491458045 50.08696627684455, 3.491339699207539 50.09471468281826, 3.492616630950531 50.08098623577188, 3.476802912656307 50.07651312906895))"
59471,59990,PRESEAU,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],82.0,635.0,1.9,"50.311072594986676, 3.5735153061595133","{""coordinates"": [[[3.556182674022095, 50.299388335088366], [3.550417690394133, 50.31063756205685], [3.553926326631249, 50.31607184899882], [3.566018586102512, 50.32028174220173], [3.573470719236953, 50.32325511088973], [3.586522516707232, 50.32163147549141], [3.586417616998094, 50.31863314699569], [3.601584773912107, 50.31225711858408], [3.5889347056068353, 50.30358193333907], [3.556182674022095, 50.299388335088366]]], ""type"": ""Polygon""}",25427,471,65,6,59,31,"POLYGON ((3.556182674022095 50.299388335088366, 3.550417690394133 50.31063756205685, 3.553926326631249 50.31607184899882, 3.566018586102512 50.32028174220173, 3.573470719236953 50.32325511088973, 3.586522516707232 50.32163147549141, 3.586417616998094 50.31863314699569, 3.601584773912107 50.31225711858408, 3.5889347056068353 50.30358193333907, 3.556182674022095 50.299388335088366))"
59199,59169,ERCHIN,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],51.0,526.0,0.8,"50.31682621162403, 3.173480266942363","{""coordinates"": [[[3.141319468011324, 50.30335430561942], [3.157639060695647, 50.31753837064987], [3.162261914643625, 50.32486763209516], [3.1702514006592, 50.32772091574663], [3.183303145592594, 50.32614897915195], [3.201165658420161, 50.3213626615984], [3.188711330050549, 50.309683544147674], [3.159005017558191, 50.31046166065897], [3.151687979949537, 50.30632284057053], [3.154174936999283, 50.30354540504161], [3.141319468011324, 50.30335430561942]]], ""type"": ""Polygon""}",14403,199,1,3,59,31,"POLYGON ((3.141319468011324 50.30335430561942, 3.157639060695647 50.31753837064987, 3.162261914643625 50.32486763209516, 3.1702514006592 50.32772091574663, 3.183303145592594 50.32614897915195, 3.201165658420161 50.3213626615984, 3.188711330050549 50.309683544147674, 3.159005017558191 50.31046166065897, 3.151687979949537 50.30632284057053, 3.154174936999283 50.30354540504161, 3.141319468011324 50.30335430561942))"
59056,59134,BEAUCAMPS-LIGNY,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],33.0,505.0,0.9,"50.60626227467401, 2.9147903974027063","{""coordinates"": [[[2.9207399893497943, 50.589541850068976], [2.9116406178607632, 50.60099649681892], [2.897742917650818, 50.60483595940703], [2.892893319870792, 50.61067434499684], [2.891316854649672, 50.61571667011584], [2.920230584233689, 50.61737198114153], [2.922981059343931, 50.617499361273836], [2.9265355959533323, 50.607979519642086], [2.9332979524702063, 50.60282291806111], [2.938415976803684, 50.60361533520083], [2.936404074488244, 50.59989879751497], [2.929200544155932, 50.5983871416054], [2.9314172137836163, 50.59628829501013], [2.9207399893497943, 50.589541850068976]]], ""type"": ""Polygon""}",1490,56,74,5,59,31,"POLYGON ((2.9207399893497943 50.589541850068976, 2.9116406178607632 50.60099649681892, 2.897742917650818 50.60483595940703, 2.892893319870792 50.61067434499684, 2.891316854649672 50.61571667011584, 2.920230584233689 50.61737198114153, 2.922981059343931 50.617499361273836, 2.9265355959533323 50.607979519642086, 2.9332979524702063 50.60282291806111, 2.938415976803684 50.60361533520083, 2.936404074488244 50.59989879751497, 2.929200544155932 50.5983871416054, 2.9314172137836163 50.59628829501013, 2.9207399893497943 50.589541850068976))"
59564,59174,LA SENTINELLE,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],52.0,385.0,3.3,"50.348629990908634, 3.474555073492727","{""coordinates"": [[[3.463864255682118, 50.33774912146836], [3.456733851895631, 50.34505701565835], [3.468203266414748, 50.35789752770579], [3.4711371594709552, 50.362501025229605], [3.477084925031845, 50.362172931599176], [3.479647901642784, 50.355689888182575], [3.494881658535108, 50.34645415693311], [3.489250049078651, 50.341556585191604], [3.485636349414483, 50.339245508541616], [3.476985586438028, 50.34273585642332], [3.463864255682118, 50.33774912146836]]], ""type"": ""Polygon""}",18762,564,67,6,59,31,"POLYGON ((3.463864255682118 50.33774912146836, 3.456733851895631 50.34505701565835, 3.468203266414748 50.35789752770579, 3.4711371594709552 50.362501025229605, 3.477084925031845 50.362172931599176, 3.479647901642784 50.355689888182575, 3.494881658535108 50.34645415693311, 3.489250049078651 50.341556585191604, 3.485636349414483 50.339245508541616, 3.476985586438028 50.34273585642332, 3.463864255682118 50.33774912146836))"
59133,59112,CARNIN,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],28.0,234.0,1.0,"50.51969659365916, 2.960244672672583","{""coordinates"": [[[2.9647097377674, 50.512778020799246], [2.96305057903354, 50.51020146331192], [2.9506761337293352, 50.51190256835618], [2.946251465836696, 50.52945729107424], [2.950143635727251, 50.52368756148162], [2.963220650620988, 50.52788377801458], [2.97637354694706, 50.525068623910556], [2.9647097377674, 50.512778020799246]]], ""type"": ""Polygon""}",31775,133,57,5,59,31,"POLYGON ((2.9647097377674 50.512778020799246, 2.96305057903354 50.51020146331192, 2.9506761337293352 50.51190256835618, 2.946251465836696 50.52945729107424, 2.950143635727251 50.52368756148162, 2.963220650620988 50.52788377801458, 2.97637354694706 50.525068623910556, 2.9647097377674 50.512778020799246))"
62178,62700,BRUAY-LA-BUISSIERE,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Chef-lieu canton'],63.0,1651.0,23.6,"50.4903167838954, 2.5520533802802623","{""coordinates"": [[[2.541993905154844, 50.46683016208276], [2.51080192951806, 50.4883350761097], [2.513359409383148, 50.490131446079324], [2.5291646940239, 50.49873796200179], [2.542220041199967, 50.50386742573707], [2.544568547835474, 50.51341762903765], [2.5750154954904243, 50.510294504356146], [2.574069292463634, 50.5056685922848], [2.584350354879295, 50.50148476986077], [2.588158517698536, 50.48842814967703], [2.567084045860804, 50.47831168220028], [2.555718191191845, 50.46708667155277], [2.541993905154844, 50.46683016208276]]], ""type"": ""Polygon""}",2653,178,88,2,62,31,"POLYGON ((2.541993905154844 50.46683016208276, 2.51080192951806 50.4883350761097, 2.513359409383148 50.490131446079324, 2.5291646940239 50.49873796200179, 2.542220041199967 50.50386742573707, 2.544568547835474 50.51341762903765, 2.5750154954904243 50.510294504356146, 2.574069292463634 50.5056685922848, 2.584350354879295 50.50148476986077, 2.588158517698536 50.48842814967703, 2.567084045860804 50.47831168220028, 2.555718191191845 50.46708667155277, 2.541993905154844 50.46683016208276))"
62255,62240,CREMAREST,['PAS-DE-CALAIS'],['NORD-PAS-DE-CALAIS'],['Commune simple'],63.0,1182.0,0.7000000000000001,"50.70070921567038, 1.788966977880254","{""coordinates"": [[[1.8043983016807732, 50.67733641873794], [1.773942351642369, 50.68325913876838], [1.7810044685536872, 50.69550713452018], [1.777552292952208, 50.70206947368212], [1.76694638672013, 50.70983528614519], [1.751571730992685, 50.711422904500225], [1.75080748894029, 50.721672835766874], [1.774274637235246, 50.720533261519606], [1.7778311631354131, 50.722515654451406], [1.78174736099541, 50.71611060381994], [1.809576679251599, 50.70791739043156], [1.8224094187309061, 50.69889473698621], [1.8236136981454, 50.69574714421876], [1.8068852479783781, 50.68917093853009], [1.80909422236574, 50.68300863020551], [1.8043983016807732, 50.67733641873794]]], ""type"": ""Polygon""}",27296,255,21,3,62,31,"POLYGON ((1.8043983016807732 50.67733641873794, 1.773942351642369 50.68325913876838, 1.7810044685536872 50.69550713452018, 1.777552292952208 50.70206947368212, 1.76694638672013 50.70983528614519, 1.751571730992685 50.711422904500225, 1.75080748894029 50.721672835766874, 1.774274637235246 50.720533261519606, 1.7778311631354131 50.722515654451406, 1.78174736099541 50.71611060381994, 1.809576679251599 50.70791739043156, 1.8224094187309061 50.69889473698621, 1.8236136981454 50.69574714421876, 1.8068852479783781 50.68917093853009, 1.80909422236574 50.68300863020551, 1.8043983016807732 50.67733641873794))"
59416,59190,MORBECQUE,['NORD'],['NORD-PAS-DE-CALAIS'],['Commune simple'],23.0,4455.0,2.7,"50.67689342861573, 2.536216144331492","{""coordinates"": [[[2.501239302134784, 50.63986380540941], [2.488144545060414, 50.64523101780847], [2.48046176839733, 50.65386824151298], [2.493476733962174, 50.65951289257146], [2.527123999900303, 50.67109636793778], [2.526625335431329, 50.67455839797879], [2.505966442889152, 50.68582089647341], [2.48558143554741, 50.690135329727326], [2.4795464843815322, 50.69585335871352], [2.463512379218193, 50.69702356115876], [2.464081434911729, 50.70062443146948], [2.4681751680531923, 50.720975827976595], [2.487898553770558, 50.70947397710492], [2.494004698070775, 50.714972748352515], [2.502894329541962, 50.71074623846037], [2.535394909874781, 50.70662747901899], [2.5605974628954753, 50.692998571117805], [2.581953388678889, 50.69527075174761], [2.595144440925716, 50.67308652165033], [2.602689047416944, 50.654803955750964], [2.5850118609288772, 50.643223295039014], [2.564049395245845, 50.643680954888396], [2.550493611589284, 50.65389015219217], [2.539994226805136, 50.65507219501724], [2.534836376609737, 50.65411070083765], [2.528805251894005, 50.64845217340146], [2.508290379455166, 50.644720116061414], [2.501239302134784, 50.63986380540941]]], ""type"": ""Polygon""}",1237,416,30,4,59,31,"POLYGON ((2.501239302134784 50.63986380540941, 2.488144545060414 50.64523101780847, 2.48046176839733 50.65386824151298, 2.493476733962174 50.65951289257146, 2.527123999900303 50.67109636793778, 2.526625335431329 50.67455839797879, 2.505966442889152 50.68582089647341, 2.48558143554741 50.690135329727326, 2.4795464843815322 50.69585335871352, 2.463512379218193 50.69702356115876, 2.464081434911729 50.70062443146948, 2.4681751680531923 50.720975827976595, 2.487898553770558 50.70947397710492, 2.494004698070775 50.714972748352515, 2.502894329541962 50.71074623846037, 2.535394909874781 50.70662747901899, 2.5605974628954753 50.692998571117805, 2.581953388678889 50.69527075174761, 2.595144440925716 50.67308652165033, 2.602689047416944 50.654803955750964, 2.5850118609288772 50.643223295039014, 2.564049395245845 50.643680954888396, 2.550493611589284 50.65389015219217, 2.539994226805136 50.65507219501724, 2.534836376609737 50.65411070083765, 2.528805251894005 50.64845217340146, 2.508290379455166 50.644720116061414, 2.501239302134784 50.63986380540941))"
