cod_nat_catnat,cod_commune,lib_commune,num_risque_jo,lib_risque_jo,dat_deb,dat_fin,dat_pub_arrete,dat_pub_jo,dat_maj
IOME2308745A,59408,Moncheaux,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
IOME2308745A,59410,Mons-en-barœul,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE0500890A,59411,Mons-en-pévèle,54.0,Inondations et/ou coulées de boue,2005-07-03,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1630434A,59411,Mons-en-pévèle,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-10-26,2016-12-07,2022-05-24
INTE2118485A,59411,Mons-en-pévèle,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
IOME2308745A,59411,Mons-en-pévèle,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2118485A,59413,Montigny-en-cambrésis,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTE0500890A,59416,Morbecque,54.0,Inondations et/ou coulées de boue,2005-07-03,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1236505A,59416,Morbecque,54.0,Inondations et/ou coulées de boue,2012-03-04,2012-03-06,2012-10-18,2012-10-21,2022-05-24
INTE1422767A,59416,Morbecque,54.0,Inondations et/ou coulées de boue,2014-07-27,2014-07-27,2014-10-02,2014-10-04,2022-05-24
INTE2023940A,59416,Morbecque,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2207961A,59416,Morbecque,54.0,Inondations et/ou coulées de boue,2021-11-27,2021-11-29,2022-03-14,2022-03-30,2022-05-24
IOME2316198A,59416,Morbecque,59.0,Sécheresse,2022-03-31,2022-09-29,2023-07-21,2023-09-13,
INTE0500890A,59419,Mouchin,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1616446A,59419,Mouchin,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-08,2016-06-15,2016-06-16,2022-05-24
INTE2023940A,59419,Mouchin,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
IOME2324730A,59420,Moustier-en-fagne,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE0500697A,59421,Mouvaux,54.0,Inondations et/ou coulées de boue,2005-06-29,2005-06-29,2005-10-06,2005-10-14,2022-05-24
INTE2127289A,59421,Mouvaux,59.0,Sécheresse,2020-04-01,2020-06-30,2021-09-14,2021-09-28,2022-05-24
IOME2308745A,59421,Mouvaux,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE0300183A,59422,Naves,61.0,Inondations remontée nappe,2001-03-01,2002-05-16,2003-04-02,2003-04-18,2022-05-24
INTE2122514A,59422,Naves,54.0,Inondations et/ou coulées de boue,2021-06-19,2021-06-20,2021-07-26,2021-08-01,2022-05-24
INTE2023940A,59423,Neuf-berquin,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2112080A,59423,Neuf-berquin,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59423,Neuf-berquin,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2332866A,59423,Neuf-berquin,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-29,2023-12-11,
IOME2333648A,59423,Neuf-berquin,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
IOME2400974A,59423,Neuf-berquin,,Inondations et/ou coulées de boue,2023-12-26,2024-01-10,2024-01-15,2024-01-23,
IOCE0820715A,59424,Neuf-mesnil,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2008-08-26,2008-08-27,2022-05-24
IOCE1027783A,59424,Neuf-mesnil,54.0,Inondations et/ou coulées de boue,2010-07-14,2010-07-14,2010-10-29,2010-11-03,2022-05-24
INTE0600133A,59426,Neuville-en-ferrain,54.0,Inondations et/ou coulées de boue,2005-09-10,2005-09-10,2006-03-02,2006-03-11,2022-05-24
INTE2118485A,59426,Neuville-en-ferrain,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
IOME2324730A,59426,Neuville-en-ferrain,59.0,Sécheresse,2022-03-31,2022-06-29,2023-09-18,2023-10-19,
INTE0500890A,59427,La neuville,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE2207963A,59428,Neuville-saint-rémy,59.0,Sécheresse,2020-04-01,2020-09-30,2022-03-15,2022-03-31,2022-05-24
IOCE0903436A,59428,Neuville-saint-rémy,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2009-02-09,2009-02-13,2022-05-24
INTE0500890A,59431,Nieppe,54.0,Inondations et/ou coulées de boue,2005-07-03,2005-07-04,2005-12-16,2005-12-30,2022-05-24
IOME2308745A,59431,Nieppe,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE0700193A,59432,Niergnies,54.0,Inondations et/ou coulées de boue,2006-08-13,2006-08-13,2007-03-23,2007-04-01,2022-05-24
INTE1824834A,59432,Niergnies,59.0,Sécheresse,2017-04-01,2017-09-30,2018-09-18,2018-10-20,2022-05-24
IOCE0831273A,59432,Niergnies,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2008-12-24,2008-12-31,2022-05-24
IOME2316198A,59432,Niergnies,59.0,Sécheresse,2022-03-31,2022-09-29,2023-07-21,2023-09-13,
INTE0200389A,59433,Nieurlet,54.0,Inondations et/ou coulées de boue,2002-03-01,2002-03-04,2002-08-01,2002-08-22,2022-05-24
INTE1228647A,59433,Nieurlet,59.0,Sécheresse,2011-04-01,2011-06-30,2012-07-11,2012-07-17,2022-05-24
INTE1630464A,59433,Nieurlet,59.0,Sécheresse,2015-07-01,2015-09-30,2016-10-26,2016-12-16,2022-05-24
INTE1633036A,59433,Nieurlet,54.0,Inondations et/ou coulées de boue,2016-06-22,2016-06-22,2016-11-22,2016-12-27,2022-05-24
INTE2118485A,59433,Nieurlet,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
IOCE1008437A,59433,Nieurlet,54.0,Inondations et/ou coulées de boue,2009-11-27,2009-11-28,2010-03-30,2010-04-02,2022-05-24
IOCE1032143A,59433,Nieurlet,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59433,Nieurlet,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2330533A,59433,Nieurlet,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-13,2023-11-14,
IOME2333648A,59433,Nieurlet,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
IOME2400974A,59433,Nieurlet,,Inondations et/ou coulées de boue,2023-12-26,2024-01-10,2024-01-15,2024-01-23,
INTE0200700A,59435,Nomain,54.0,Inondations et/ou coulées de boue,2002-08-27,2002-08-27,2003-01-17,2003-01-24,2022-05-24
INTE0500890A,59435,Nomain,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1616446A,59435,Nomain,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-08,2016-06-15,2016-06-16,2022-05-24
INTE2107266A,59435,Nomain,59.0,Sécheresse,2019-07-01,2019-09-30,2021-03-09,2021-03-28,2022-05-24
IOME2324730A,59435,Nomain,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE0200080A,59436,Noordpeene,54.0,Inondations et/ou coulées de boue,2001-09-20,2001-09-20,2002-02-27,2002-03-16,2022-05-24
INTE1630434A,59436,Noordpeene,54.0,Inondations et/ou coulées de boue,2016-06-22,2016-06-23,2016-10-26,2016-12-07,2022-05-24
INTE1633036A,59436,Noordpeene,54.0,Inondations et/ou coulées de boue,2016-06-11,2016-06-11,2016-11-22,2016-12-27,2022-05-24
INTE2112080A,59436,Noordpeene,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE2137449A,59436,Noordpeene,54.0,Inondations et/ou coulées de boue,2021-11-27,2021-11-29,2021-12-20,2022-01-14,2022-05-24
IOME2308745A,59436,Noordpeene,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2330533A,59436,Noordpeene,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-13,2023-11-14,
IOME2333648A,59436,Noordpeene,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
IOME2308745A,59439,Noyelles-sur-sambre,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0200389A,59442,Obrechies,54.0,Inondations et/ou coulées de boue,2002-02-12,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE1633036A,59442,Obrechies,54.0,Inondations et/ou coulées de boue,2016-06-23,2016-06-24,2016-11-22,2016-12-27,2022-05-24
IOME2332866A,59443,Ochtezeele,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-29,2023-12-11,
IOME2333648A,59443,Ochtezeele,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
IOCE0759144A,59447,Onnaing,54.0,Inondations et/ou coulées de boue,2007-06-07,2007-06-07,2007-07-03,2007-07-10,2022-05-24
INTE1920338A,59448,Oost-cappel,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
IOME2332866A,59448,Oost-cappel,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-29,2023-12-11,
IOME2333648A,59448,Oost-cappel,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
INTE0500890A,59449,Orchies,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1625246A,59449,Orchies,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-09-16,2016-10-20,2022-05-24
IOCE0771383A,59449,Orchies,54.0,Inondations et/ou coulées de boue,2007-07-20,2007-07-20,2007-11-22,2007-11-25,2022-05-24
IOME2308745A,59449,Orchies,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0200208A,59451,Orsinval,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-28,2002-04-30,2002-05-05,2022-05-24
INTE0200389A,59451,Orsinval,54.0,Inondations et/ou coulées de boue,2002-02-13,2002-02-13,2002-08-01,2002-08-22,2022-05-24
IOME2324730A,59451,Orsinval,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE0500890A,59452,Ostricourt,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE2112080A,59452,Ostricourt,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2324730A,59452,Ostricourt,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE0700193A,59453,Oudezeele,54.0,Inondations et/ou coulées de boue,2006-08-17,2006-08-17,2007-03-23,2007-04-01,2022-05-24
INTE1240955A,59453,Oudezeele,59.0,Sécheresse,2011-04-01,2011-06-30,2012-11-30,2012-12-06,2022-05-24
INTE1705706A,59453,Oudezeele,54.0,Inondations et/ou coulées de boue,2016-11-18,2016-11-19,2017-03-24,2017-04-29,2022-05-24
INTE2112080A,59453,Oudezeele,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59453,Oudezeele,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2330533A,59453,Oudezeele,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-13,2023-11-14,
IOME2333648A,59453,Oudezeele,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
INTE0200080A,59454,Oxelaëre,54.0,Inondations et/ou coulées de boue,2001-09-20,2001-09-20,2002-02-27,2002-03-16,2022-05-24
INTE0600133A,59454,Oxelaëre,54.0,Inondations et/ou coulées de boue,2005-09-10,2005-09-10,2006-03-02,2006-03-11,2022-05-24
INTE1236505A,59454,Oxelaëre,54.0,Inondations et/ou coulées de boue,2012-03-05,2012-03-06,2012-10-18,2012-10-21,2022-05-24
IOME2332866A,59454,Oxelaëre,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-29,2023-12-11,
IOME2333648A,59454,Oxelaëre,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
INTE2023938A,59455,Paillencourt,54.0,Inondations et/ou coulées de boue,2020-06-17,2020-06-17,2020-09-14,2020-10-24,2022-05-24
IOME2308745A,59456,Pecquencourt,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0500890A,59457,Pérenchies,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1630434A,59457,Pérenchies,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-10-26,2016-12-07,2022-05-24
IOCE0771383A,59457,Pérenchies,54.0,Inondations et/ou coulées de boue,2007-07-20,2007-07-20,2007-11-22,2007-11-25,2022-05-24
IOME2320253A,59457,Pérenchies,54.0,Inondations et/ou coulées de boue,2023-06-18,2023-06-20,2023-07-23,2023-07-27,
IOME2334289A,59457,Pérenchies,,Sécheresse,2022-03-31,2022-06-29,2023-12-18,2023-12-26,
INTE2112080A,59459,Petite-forêt,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOCE1133767A,59459,Petite-forêt,54.0,Inondations et/ou coulées de boue,2011-08-22,2011-08-23,2011-12-12,2011-12-15,2022-05-24
IOME2308745A,59459,Petite-forêt,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2112080A,59461,Petit-fayt,59.0,Sécheresse,2020-07-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2316198A,59461,Petit-fayt,59.0,Sécheresse,2022-03-31,2022-09-29,2023-07-21,2023-09-13,
INTE0500890A,59462,Phalempin,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE0200080A,59463,Pitgam,54.0,Inondations et/ou coulées de boue,2001-09-20,2001-09-20,2002-02-27,2002-03-16,2022-05-24
INTE1920338A,59463,Pitgam,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
INTE2207961A,59463,Pitgam,54.0,Inondations et/ou coulées de boue,2021-11-27,2021-11-29,2022-03-14,2022-03-30,2022-05-24
IOCE1032143A,59463,Pitgam,59.0,Sécheresse,2009-08-15,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59463,Pitgam,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
INTE1230773A,59466,Pont-à-marcq,54.0,Inondations et/ou coulées de boue,2012-03-07,2012-03-09,2012-07-27,2012-08-02,2022-05-24
INTE1630434A,59467,Pont-sur-sambre,54.0,Inondations et/ou coulées de boue,2016-06-23,2016-06-23,2016-10-26,2016-12-07,2022-05-24
INTE2127289A,59467,Pont-sur-sambre,59.0,Sécheresse,2020-04-01,2020-09-30,2021-09-14,2021-09-28,2022-05-24
IOCE1027783A,59467,Pont-sur-sambre,54.0,Inondations et/ou coulées de boue,2010-07-14,2010-07-14,2010-10-29,2010-11-03,2022-05-24
INTE2023940A,59469,Pradelles,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
IOCE0808037A,59469,Pradelles,54.0,Inondations et/ou coulées de boue,2007-07-23,2007-07-24,2008-03-31,2008-04-04,2022-05-24
INTE1616446A,59470,Prémesques,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-08,2016-06-15,2016-06-16,2022-05-24
IOME2308745A,59470,Prémesques,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
IOME2320253A,59470,Prémesques,54.0,Inondations et/ou coulées de boue,2023-06-18,2023-06-20,2023-07-23,2023-07-27,
INTE0200208A,59471,Préseau,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-28,2002-04-30,2002-05-05,2022-05-24
IOCE0829053A,59471,Préseau,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2008-12-05,2008-12-10,2022-05-24
INTE0200389A,59473,Preux-au-sart,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-27,2002-08-01,2002-08-22,2022-05-24
INTE2128151A,59473,Preux-au-sart,54.0,Inondations et/ou coulées de boue,2021-06-04,2021-06-04,2021-09-24,2021-09-26,2022-05-24
IOME2308745A,59473,Preux-au-sart,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE1236522A,59474,Prisches,59.0,Sécheresse,2011-04-01,2011-06-30,2012-10-18,2012-10-21,2022-05-24
INTE2118485A,59474,Prisches,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
IOCE0826373A,59476,Proville,54.0,Inondations et/ou coulées de boue,2008-09-11,2008-09-11,2008-11-05,2008-11-07,2022-05-24
INTE1527252A,59477,Provin,54.0,Inondations et/ou coulées de boue,2015-08-31,2015-08-31,2015-11-18,2015-11-19,2022-05-24
INTE1240954A,59478,Quaëdypre,54.0,Inondations et/ou coulées de boue,2012-06-21,2012-06-21,2012-11-30,2012-12-06,2022-05-24
INTE1633036A,59478,Quaëdypre,54.0,Inondations et/ou coulées de boue,2016-06-23,2016-06-23,2016-11-22,2016-12-27,2022-05-24
INTE1920338A,59478,Quaëdypre,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
IOCE1032143A,59478,Quaëdypre,59.0,Sécheresse,2009-08-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2333648A,59478,Quaëdypre,,Inondations et/ou coulées de boue,2023-11-01,2023-11-23,2023-12-17,2023-12-27,
IOCE0759144A,59480,Quérénaing,54.0,Inondations et/ou coulées de boue,2007-06-07,2007-06-08,2007-07-03,2007-07-10,2022-05-24
IOCE0829053A,59480,Quérénaing,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2008-12-05,2008-12-10,2022-05-24
INTE1616446A,59482,Quesnoy-sur-deûle,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-08,2016-06-15,2016-06-16,2022-05-24
IOME2320253A,59482,Quesnoy-sur-deûle,54.0,Inondations et/ou coulées de boue,2023-06-18,2023-06-20,2023-07-23,2023-07-27,
INTE0200208A,59484,Quiévrechain,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-28,2002-04-30,2002-05-05,2022-05-24
INTE0200389A,59484,Quiévrechain,54.0,Inondations et/ou coulées de boue,2002-02-13,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE0100760A,59485,Quiévy,61.0,Inondations remontée nappe,2001-06-10,2001-08-28,2001-12-27,2002-01-18,2022-05-24
INTE0500890A,59486,Râches,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1625246A,59486,Râches,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-09-16,2016-10-20,2022-05-24
IOME2308745A,59486,Râches,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE2112080A,59487,Radinghem-en-weppes,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2320253A,59487,Radinghem-en-weppes,54.0,Inondations et/ou coulées de boue,2023-06-18,2023-06-20,2023-07-23,2023-07-27,
IOME2316198A,59487,Radinghem-en-weppes,59.0,Sécheresse,2022-03-31,2022-09-29,2023-07-21,2023-09-13,
INTE2127289A,59488,Raillencourt-sainte-olle,59.0,Sécheresse,2020-04-01,2020-09-30,2021-09-14,2021-09-28,2022-05-24
IOME2308745A,59488,Raillencourt-sainte-olle,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0500890A,59489,Raimbeaucourt,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1625246A,59489,Raimbeaucourt,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-09-16,2016-10-20,2022-05-24
INTE2112080A,59489,Raimbeaucourt,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE2112080A,59490,Rainsars,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE1824833A,59491,Raismes,54.0,Inondations et/ou coulées de boue,2018-05-28,2018-05-28,2018-09-17,2018-10-20,2022-05-24
INTE1835009A,59491,Raismes,59.0,Sécheresse,2017-07-01,2017-09-30,2018-12-26,2019-01-30,2022-05-24
IOCE1133767A,59491,Raismes,54.0,Inondations et/ou coulées de boue,2011-08-22,2011-08-23,2011-12-12,2011-12-15,2022-05-24
INTE1932509A,59493,Ramousies,59.0,Sécheresse,2018-07-01,2018-12-31,2019-11-19,2019-11-30,2022-05-24
INTE2112080A,59494,Raucourt-au-bois,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE0200389A,59495,Recquignies,54.0,Inondations et/ou coulées de boue,2002-02-12,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE1630434A,59495,Recquignies,54.0,Inondations et/ou coulées de boue,2016-06-23,2016-06-23,2016-10-26,2016-12-07,2022-05-24
IOCE0926748A,59495,Recquignies,54.0,Inondations et/ou coulées de boue,2009-05-13,2009-05-13,2009-11-10,2009-11-14,2022-05-24
IOCE1027783A,59496,Rejet-de-beaulieu,54.0,Inondations et/ou coulées de boue,2010-07-14,2010-07-14,2010-10-29,2010-11-03,2022-05-24
INTE1236505A,59497,Renescure,54.0,Inondations et/ou coulées de boue,2012-03-04,2012-03-06,2012-10-18,2012-10-21,2022-05-24
INTE2122515A,59497,Renescure,59.0,Sécheresse,2020-04-01,2020-06-30,2021-07-27,2021-08-31,2022-05-24
INTE2137449A,59497,Renescure,54.0,Inondations et/ou coulées de boue,2021-11-27,2021-11-29,2021-12-20,2022-01-14,2022-05-24
INTE1920338A,59499,Rexpoëde,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
IOCE1109031A,59499,Rexpoëde,59.0,Sécheresse,2009-07-01,2009-08-31,2011-03-31,2011-04-06,2022-05-24
IOME2333648A,59499,Rexpoëde,,Inondations et/ou coulées de boue,2023-11-01,2023-11-23,2023-12-17,2023-12-27,
IOCE0826373A,59500,Ribécourt-la-tour,54.0,Inondations et/ou coulées de boue,2008-09-11,2008-09-11,2008-11-05,2008-11-07,2022-05-24
INTE0200563A,59502,Rieux-en-cambrésis,61.0,Inondations remontée nappe,2001-05-02,2002-03-27,2002-10-29,2002-11-09,2022-05-24
INTE0200208A,59505,Rombies-et-marchipont,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-28,2002-04-30,2002-05-05,2022-05-24
INTE1820387A,59505,Rombies-et-marchipont,54.0,Inondations et/ou coulées de boue,2018-06-07,2018-06-07,2018-07-23,2018-08-15,2022-05-24
INTE1824833A,59505,Rombies-et-marchipont,54.0,Inondations et/ou coulées de boue,2018-05-28,2018-05-28,2018-09-17,2018-10-20,2022-05-24
IOCE0768747A,59505,Rombies-et-marchipont,54.0,Inondations et/ou coulées de boue,2007-06-07,2007-06-07,2007-10-18,2007-10-25,2022-05-24
IOCE0829053A,59505,Rombies-et-marchipont,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-04,2008-12-05,2008-12-10,2022-05-24
IOME2308745A,59506,Romeries,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE1601549A,59507,Ronchin,54.0,Inondations et/ou coulées de boue,2015-08-13,2015-08-13,2016-02-01,2016-03-02,2022-05-24
IOCE0829053A,59507,Ronchin,54.0,Inondations et/ou coulées de boue,2008-05-15,2008-05-15,2008-12-05,2008-12-10,2022-05-24
INTE0600133A,59508,Roncq,54.0,Inondations et/ou coulées de boue,2005-09-10,2005-09-10,2006-03-02,2006-03-11,2022-05-24
INTE1625246A,59508,Roncq,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-09-16,2016-10-20,2022-05-24
INTE2118485A,59508,Roncq,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
IOME2308745A,59508,Roncq,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE1630434A,59509,Roost-warendin,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-10-26,2016-12-07,2022-05-24
INTE1625246A,59511,Rosult,54.0,Inondations et/ou coulées de boue,2016-06-06,2016-06-07,2016-09-16,2016-10-20,2022-05-24
INTE0200700A,59512,Roubaix,54.0,Inondations et/ou coulées de boue,2002-08-19,2002-08-20,2003-01-17,2003-01-24,2022-05-24
INTE0500697A,59512,Roubaix,54.0,Inondations et/ou coulées de boue,2005-06-29,2005-07-01,2005-10-06,2005-10-14,2022-05-24
INTE0500890A,59512,Roubaix,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1630434A,59512,Roubaix,54.0,Inondations et/ou coulées de boue,2016-06-17,2016-06-17,2016-10-26,2016-12-07,2022-05-24
INTE2118485A,59512,Roubaix,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
IOME2308745A,59512,Roubaix,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE0200389A,59514,Rousies,54.0,Inondations et/ou coulées de boue,2002-02-12,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE2112080A,59514,Rousies,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE1240955A,59516,Rubrouck,59.0,Sécheresse,2011-04-01,2011-06-30,2012-11-30,2012-12-06,2022-05-24
INTE2112080A,59516,Rubrouck,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59516,Rubrouck,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2330533A,59516,Rubrouck,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-13,2023-11-14,
IOME2333648A,59516,Rubrouck,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
INTE1616446A,59519,Rumegies,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-08,2016-06-15,2016-06-16,2022-05-24
IOME2334289A,59519,Rumegies,,Sécheresse,2022-03-31,2022-09-29,2023-12-18,2023-12-26,
INTE1240955A,59521,Sailly-lez-cambrai,59.0,Sécheresse,2011-04-01,2011-06-30,2012-11-30,2012-12-06,2022-05-24
INTE2112080A,59521,Sailly-lez-cambrai,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
