cod_nat_catnat,cod_commune,lib_commune,num_risque_jo,lib_risque_jo,dat_deb,dat_fin,dat_pub_arrete,dat_pub_jo,dat_maj
INTE9400642A,59588,Téteghem-coudekerque-village,54.0,Inondations et/ou coulées de boue,1994-08-10,1994-08-10,1995-01-12,1995-01-31,2022-05-20
INTE9900627A,59588,Téteghem-coudekerque-village,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTX9210277A,59588,Téteghem-coudekerque-village,54.0,Inondations et/ou coulées de boue,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTX9210277A,59588,Téteghem-coudekerque-village,54.0,Inondations et/ou coulées de boue,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
INTE0200389A,59589,Thiant,54.0,Inondations et/ou coulées de boue,2002-02-13,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE9900627A,59589,Thiant,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0000364A,59590,Thiennes,54.0,Inondations et/ou coulées de boue,2000-05-09,2000-05-09,2000-07-21,2000-08-01,2022-05-24
INTE0500890A,59590,Thiennes,54.0,Inondations et/ou coulées de boue,2005-07-04,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE9400004A,59590,Thiennes,54.0,Inondations et/ou coulées de boue,1993-12-19,1994-01-02,1994-01-11,1994-01-15,2022-05-20
INTE9500070A,59590,Thiennes,54.0,Inondations et/ou coulées de boue,1995-01-17,1995-01-31,1995-02-06,1995-02-08,2022-05-20
INTE9900627A,59590,Thiennes,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTX9210277A,59590,Thiennes,54.0,Inondations et/ou coulées de boue,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOME2330533A,59590,Thiennes,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-13,2023-11-14,
IOME2333648A,59590,Thiennes,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
INTE0200208A,59591,Thivencelle,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-28,2002-04-30,2002-05-05,2022-05-24
INTE9900627A,59591,Thivencelle,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9900627A,59592,Thumeries,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9500497A,59593,Thun-l'évêque,54.0,Inondations et/ou coulées de boue,1995-07-10,1995-07-12,1995-09-28,1995-10-15,2022-05-20
INTE9900627A,59593,Thun-l'évêque,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
NOR19861211,59593,Thun-l'évêque,54.0,Inondations et/ou coulées de boue,1986-06-17,1986-06-17,1986-12-11,1987-01-09,2022-05-20
INTE9900627A,59594,Thun-saint-amand,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9500497A,59595,Thun-saint-martin,54.0,Inondations et/ou coulées de boue,1995-07-10,1995-07-12,1995-09-28,1995-10-15,2022-05-20
INTE9900627A,59595,Thun-saint-martin,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9400004A,59596,Tilloy-lez-marchiennes,54.0,Inondations et/ou coulées de boue,1993-12-19,1994-01-02,1994-01-11,1994-01-15,2022-05-20
INTE9900627A,59596,Tilloy-lez-marchiennes,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9900627A,59597,Tilloy-lez-cambrai,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9400003A,59598,Toufflers,54.0,Inondations et/ou coulées de boue,1993-07-24,1993-07-25,1994-01-27,1994-02-11,2022-05-20
INTE9900627A,59598,Toufflers,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
BUDD8750068A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1987-07-17,1987-07-17,1987-09-27,1987-10-09,2022-05-20
INTE0500697A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,2005-06-29,2005-07-01,2005-10-06,2005-10-14,2022-05-24
INTE0500890A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,2005-07-03,2005-07-04,2005-12-16,2005-12-30,2022-05-24
INTE1630434A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-07,2016-10-26,2016-12-07,2022-05-24
INTE9000289A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1989-07-07,1989-07-09,1990-07-24,1990-08-15,2022-05-20
INTE9400003A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1993-07-24,1993-07-25,1994-01-27,1994-02-11,2022-05-20
INTE9800324A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1998-06-06,1998-06-06,1998-08-10,1998-08-22,2022-05-20
INTE9900488A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1999-08-14,1999-08-14,1999-11-29,1999-12-04,2022-05-23
INTE9900627A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
IOCE0823835A,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,2008-05-14,2008-05-14,2008-10-07,2008-10-10,2022-05-24
NOR19831005,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1983-06-21,1983-06-26,1983-10-05,1983-10-08,2022-05-20
NOR19831005,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1983-06-21,1983-06-26,1983-10-05,1983-10-08,2022-05-20
NOR19831005,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1983-07-07,1983-07-07,1983-10-05,1983-10-08,2022-05-20
NOR19831005,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1983-07-07,1983-07-07,1983-10-05,1983-10-08,2022-05-20
NOR19831115,59599,Tourcoing,54.0,Inondations et/ou coulées de boue,1983-07-26,1983-07-26,1983-11-15,1983-11-18,2022-05-20
INTE0000626A,59600,Tourmignies,54.0,Inondations et/ou coulées de boue,2000-07-29,2000-07-29,2000-11-06,2000-11-22,2022-05-24
INTE0100415A,59600,Tourmignies,54.0,Inondations et/ou coulées de boue,2000-12-02,2000-12-03,2001-07-19,2001-07-29,2022-05-24
INTE9100268A,59600,Tourmignies,54.0,Inondations et/ou coulées de boue,1990-08-25,1990-08-25,1991-06-10,1991-07-19,2022-05-20
INTE9900627A,59600,Tourmignies,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9400004A,59601,Trélon,54.0,Inondations et/ou coulées de boue,1993-12-19,1994-01-02,1994-01-11,1994-01-15,2022-05-20
INTE9900627A,59601,Trélon,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0400285A,59602,Tressin,61.0,Inondations remontée nappe,2002-12-30,2003-01-04,2004-05-21,2004-06-09,2022-05-24
INTE0400285A,59602,Tressin,54.0,Inondations et/ou coulées de boue,2002-12-30,2003-01-04,2004-05-21,2004-06-09,2022-05-24
INTE9500070A,59602,Tressin,54.0,Inondations et/ou coulées de boue,1995-01-17,1995-01-31,1995-02-06,1995-02-08,2022-05-20
INTE9900627A,59602,Tressin,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0100178A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,2000-06-03,2000-06-03,2001-04-03,2001-04-22,2022-05-24
INTE0100523A,59603,Trith-saint-léger,61.0,Inondations remontée nappe,2001-03-11,2001-04-25,2001-10-09,2001-10-27,2022-05-24
INTE0200563A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,2002-06-04,2002-06-05,2002-10-29,2002-11-09,2022-05-24
INTE9400127A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,1993-12-17,1994-01-02,1994-03-08,1994-03-24,2022-05-20
INTE9900488A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,1999-06-29,1999-06-29,1999-11-29,1999-12-04,2022-05-23
INTE9900627A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
IOCE0759144A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,2007-06-07,2007-06-07,2007-07-03,2007-07-10,2022-05-24
IOCE0829053A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2008-12-05,2008-12-10,2022-05-24
IOCE1133767A,59603,Trith-saint-léger,54.0,Inondations et/ou coulées de boue,2011-08-22,2011-08-23,2011-12-12,2011-12-15,2022-05-24
INTE9900627A,59604,Troisvilles,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE9900627A,59605,Uxem,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0200208A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-28,2002-04-30,2002-05-05,2022-05-24
INTE0200389A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,2002-02-13,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE1236505A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,2012-07-27,2012-07-27,2012-10-18,2012-10-21,2022-05-24
INTE9900488A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,1999-06-29,1999-06-29,1999-11-29,1999-12-04,2022-05-23
INTE9900627A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
IOCE0911363A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2009-05-18,2009-05-21,2022-05-24
IOCE1100825A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,2010-08-15,2010-08-16,2011-01-10,2011-01-13,2022-05-24
IOCE1132263A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,2010-08-13,2010-08-13,2011-11-28,2011-12-01,2022-05-24
IOCE1133767A,59606,Valenciennes,54.0,Inondations et/ou coulées de boue,2011-08-22,2011-08-23,2011-12-12,2011-12-15,2022-05-24
INTE9900627A,59607,Vendegies-au-bois,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE1630434A,59608,Vendegies-sur-écaillon,54.0,Inondations et/ou coulées de boue,2016-06-23,2016-06-23,2016-10-26,2016-12-07,2022-05-24
INTE9300213A,59608,Vendegies-sur-écaillon,54.0,Inondations et/ou coulées de boue,1992-05-25,1992-05-25,1993-05-18,1993-06-12,2022-05-20
INTE9900627A,59608,Vendegies-sur-écaillon,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
IOCE0903436A,59608,Vendegies-sur-écaillon,54.0,Inondations et/ou coulées de boue,2008-08-03,2008-08-03,2009-02-09,2009-02-13,2022-05-24
INTE9900627A,59609,Vendeville,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0200389A,59610,Verchain-maugré,54.0,Inondations et/ou coulées de boue,2002-02-13,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE9900627A,59610,Verchain-maugré,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE1616446A,59611,Verlinghem,54.0,Inondations et/ou coulées de boue,2016-06-07,2016-06-08,2016-06-15,2016-06-16,2022-05-24
INTE9400003A,59611,Verlinghem,54.0,Inondations et/ou coulées de boue,1993-07-24,1993-07-25,1994-01-27,1994-02-11,2022-05-20
INTE9500070A,59611,Verlinghem,54.0,Inondations et/ou coulées de boue,1995-01-17,1995-01-31,1995-02-06,1995-02-08,2022-05-20
INTE9800324A,59611,Verlinghem,54.0,Inondations et/ou coulées de boue,1998-06-06,1998-06-06,1998-08-10,1998-08-22,2022-05-20
INTE9900627A,59611,Verlinghem,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTX9210277A,59611,Verlinghem,54.0,Inondations et/ou coulées de boue,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOME2320253A,59611,Verlinghem,54.0,Inondations et/ou coulées de boue,2023-06-18,2023-06-20,2023-07-23,2023-07-27,
INTE9900627A,59612,Vertain,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0100523A,59613,Vicq,61.0,Inondations remontée nappe,2001-03-20,2001-04-10,2001-10-09,2001-10-27,2022-05-24
INTE9900627A,59613,Vicq,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0200571A,59614,Viesly,61.0,Inondations remontée nappe,2002-02-10,2002-04-04,2002-10-29,2002-11-10,2022-05-24
INTE1240954A,59614,Viesly,54.0,Inondations et/ou coulées de boue,2012-07-05,2012-07-05,2012-11-30,2012-12-06,2022-05-24
INTE9900627A,59614,Viesly,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE1236505A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,2012-03-05,2012-03-06,2012-10-18,2012-10-21,2022-05-24
INTE2204344A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,2021-11-27,2021-11-29,2022-02-09,2022-02-13,2022-05-24
INTE8800166A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,1988-02-05,1988-02-10,1988-08-02,1988-08-13,2022-05-20
INTE9400004A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,1993-12-19,1994-01-02,1994-01-11,1994-01-15,2022-05-20
INTE9500070A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,1995-01-17,1995-01-31,1995-02-06,1995-02-08,2022-05-20
INTE9900627A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTX9210277A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTX9210277A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOCE0772583A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,2007-07-23,2007-07-24,2007-12-05,2007-12-08,2022-05-24
IOME2332866A,59615,Vieux-berquin,54.0,Inondations et/ou coulées de boue,2023-11-01,2023-11-11,2023-11-29,2023-12-11,
IOME2333648A,59615,Vieux-berquin,,Inondations et/ou coulées de boue,2023-11-12,2023-11-23,2023-12-17,2023-12-27,
IOME2400974A,59615,Vieux-berquin,,Inondations et/ou coulées de boue,2023-12-26,2024-01-10,2024-01-15,2024-01-23,
INTE9300213A,59616,Vieux-condé,54.0,Inondations et/ou coulées de boue,1992-08-20,1992-08-20,1993-05-18,1993-06-12,2022-05-20
INTE9400065A,59616,Vieux-condé,54.0,Inondations et/ou coulées de boue,1993-12-17,1994-01-02,1994-02-02,1994-02-18,2022-05-20
INTE9500304A,59616,Vieux-condé,54.0,Inondations et/ou coulées de boue,1995-01-17,1995-01-31,1995-07-18,1995-08-03,2022-05-20
INTE9900627A,59616,Vieux-condé,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0200389A,59617,Vieux-mesnil,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-27,2002-08-01,2002-08-22,2022-05-24
INTE0200389A,59617,Vieux-mesnil,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-27,2002-08-01,2002-08-22,2022-05-24
INTE0200389A,59617,Vieux-mesnil,54.0,Inondations et/ou coulées de boue,2002-02-12,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE0200389A,59617,Vieux-mesnil,54.0,Inondations et/ou coulées de boue,2002-02-12,2002-02-13,2002-08-01,2002-08-22,2022-05-24
INTE9400004A,59617,Vieux-mesnil,54.0,Inondations et/ou coulées de boue,1993-12-19,1994-01-02,1994-01-11,1994-01-15,2022-05-20
INTE9900627A,59617,Vieux-mesnil,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
INTE0200208A,59618,Vieux-reng,54.0,Inondations et/ou coulées de boue,2002-01-27,2002-01-28,2002-04-30,2002-05-05,2022-05-24
INTE1630434A,59618,Vieux-reng,54.0,Inondations et/ou coulées de boue,2016-06-23,2016-06-23,2016-10-26,2016-12-07,2022-05-24
INTE9400004A,59618,Vieux-reng,54.0,Inondations et/ou coulées de boue,1993-12-19,1994-01-02,1994-01-11,1994-01-15,2022-05-20
INTE9900627A,59618,Vieux-reng,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
IOCE0823835A,59618,Vieux-reng,54.0,Inondations et/ou coulées de boue,2008-06-02,2008-06-02,2008-10-07,2008-10-10,2022-05-24
INTE9300703A,59619,Villereau,54.0,Inondations et/ou coulées de boue,1992-07-04,1992-07-05,1994-01-05,1994-01-21,2022-05-20
INTE9400004A,59619,Villereau,54.0,Inondations et/ou coulées de boue,1993-12-19,1994-01-02,1994-01-11,1994-01-15,2022-05-20
INTE9900627A,59619,Villereau,54.0,Inondations et/ou coulées de boue,1999-12-25,1999-12-29,1999-12-29,1999-12-30,2022-05-24
