cod_nat_catnat,cod_commune,lib_commune,num_risque_jo,lib_risque_jo,dat_deb,dat_fin,dat_pub_arrete,dat_pub_jo,dat_maj
INTE9400642A,59262,Godewaersvelde,59.0,Sécheresse,1992-01-01,1992-12-31,1995-01-12,1995-01-31,2022-05-20
INTE9800200A,59262,Godewaersvelde,59.0,Sécheresse,1995-01-01,1997-09-30,1998-05-26,1998-06-11,2022-05-20
IOME2308745A,59262,Godewaersvelde,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0000771A,59268,La gorgue,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
INTE2118485A,59268,La gorgue,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTE9100354A,59268,La gorgue,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
IOME2308745A,59268,La gorgue,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2005872A,59270,Grand-fayt,59.0,Sécheresse,2018-10-01,2018-12-31,2020-03-03,2020-03-13,2022-05-24
INTE2112080A,59270,Grand-fayt,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE0000771A,59271,Grande-synthe,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
INTE0000771A,59273,Gravelines,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
INTE9400642A,59273,Gravelines,59.0,Sécheresse,1989-05-01,1991-12-31,1995-01-12,1995-01-31,2022-05-20
INTE0000771A,59275,Gruson,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
IOME2308745A,59275,Gruson,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE1901606A,59276,Guesnain,59.0,Sécheresse,2017-07-01,2017-12-31,2019-01-24,2019-02-14,2022-05-24
INTE9800288A,59276,Guesnain,59.0,Sécheresse,1995-01-01,1997-12-31,1998-07-15,1998-07-29,2022-05-20
IOME2308745A,59276,Guesnain,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2308745A,59277,Gussignies,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2118485A,59279,Halluin,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9200181A,59279,Halluin,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
INTE9800288A,59279,Halluin,59.0,Sécheresse,1991-01-01,1997-12-31,1998-07-15,1998-07-29,2022-05-20
INTE1236522A,59282,Hardifort,59.0,Sécheresse,2011-04-01,2011-06-30,2012-10-18,2012-10-21,2022-05-24
INTE2112080A,59282,Hardifort,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000196A,59282,Hardifort,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100354A,59282,Hardifort,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9400127A,59282,Hardifort,59.0,Sécheresse,1991-01-01,1992-12-31,1994-03-08,1994-03-24,2022-05-20
INTE9700484A,59282,Hardifort,59.0,Sécheresse,1993-01-01,1997-04-30,1997-11-03,1997-11-16,2022-05-20
IOME2308745A,59282,Hardifort,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2324730A,59285,Haspres,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE9800288A,59286,Haubourdin,59.0,Sécheresse,1995-01-01,1997-12-31,1998-07-15,1998-07-29,2022-05-20
INTE2127289A,59291,Hautmont,59.0,Sécheresse,2020-04-01,2020-09-30,2021-09-14,2021-09-28,2022-05-24
INTE0200119A,59292,Haveluy,59.0,Sécheresse,1996-01-01,1996-12-31,2002-03-12,2002-03-28,2022-05-24
INTE1824834A,59292,Haveluy,59.0,Sécheresse,2017-04-01,2017-12-31,2018-09-18,2018-10-20,2022-05-24
INTE2112080A,59292,Haveluy,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2324730A,59292,Haveluy,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE9100354A,59293,Haverskerque,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9700484A,59293,Haverskerque,59.0,Sécheresse,1991-01-01,1997-03-31,1997-11-03,1997-11-16,2022-05-20
IOME2308745A,59293,Haverskerque,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2023940A,59295,Hazebrouck,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2122515A,59295,Hazebrouck,59.0,Sécheresse,2020-04-01,2020-06-30,2021-07-27,2021-08-31,2022-05-24
INTE9000100A,59295,Hazebrouck,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59295,Hazebrouck,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9600522A,59295,Hazebrouck,59.0,Sécheresse,1991-01-01,1995-12-31,1996-12-09,1996-12-20,2022-05-20
IOME2324730A,59295,Hazebrouck,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE9400642A,59297,Hélesmes,59.0,Sécheresse,1989-05-01,1992-12-31,1995-01-12,1995-01-31,2022-05-20
IOME2308745A,59297,Hélesmes,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE1236522A,59299,Hem,59.0,Sécheresse,2011-04-01,2011-06-30,2012-10-18,2012-10-21,2022-05-24
INTE2118485A,59299,Hem,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9100354A,59299,Hem,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9400331A,59299,Hem,59.0,Sécheresse,1991-01-01,1992-12-31,1994-06-30,1994-07-09,2022-05-20
INTE9500699A,59299,Hem,59.0,Sécheresse,1993-01-01,1993-09-30,1995-12-26,1996-01-07,2022-05-20
INTE9700188A,59299,Hem,59.0,Sécheresse,1994-01-01,1996-09-30,1997-05-12,1997-05-25,2022-05-20
INTE9800231A,59299,Hem,59.0,Sécheresse,1996-10-01,1997-12-31,1998-06-12,1998-07-01,2022-05-20
IOME2308745A,59299,Hem,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE0000771A,59303,Herlies,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
INTE0000771A,59304,Herrin,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
INTE2112080A,59305,Herzeele,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000100A,59305,Herzeele,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59305,Herzeele,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300656A,59305,Herzeele,59.0,Sécheresse,1992-01-01,1992-12-31,1993-12-06,1993-12-28,2022-05-20
INTE9400642A,59305,Herzeele,59.0,Sécheresse,1993-01-01,1993-09-30,1995-01-12,1995-01-31,2022-05-20
INTE9700395A,59305,Herzeele,59.0,Sécheresse,1993-10-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
INTX9210277A,59305,Herzeele,59.0,Sécheresse,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTX9210277A,59305,Herzeele,59.0,Sécheresse,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOCE1032143A,59305,Herzeele,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59305,Herzeele,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE9100354A,59307,Holque,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9300001A,59307,Holque,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
INTE9400642A,59307,Holque,59.0,Sécheresse,1992-01-01,1992-12-31,1995-01-12,1995-01-31,2022-05-20
INTE9800027A,59307,Holque,59.0,Sécheresse,1993-01-01,1997-06-30,1998-02-02,1998-02-18,2022-05-20
INTE2112080A,59308,Hondeghem,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000196A,59308,Hondeghem,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59308,Hondeghem,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9800027A,59308,Hondeghem,59.0,Sécheresse,1991-01-01,1997-03-31,1998-02-02,1998-02-18,2022-05-20
INTE1932509A,59309,Hondschoote,59.0,Sécheresse,2018-10-01,2018-12-31,2019-11-19,2019-11-30,2022-05-24
INTE2112080A,59309,Hondschoote,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000100A,59309,Hondschoote,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59309,Hondschoote,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300001A,59309,Hondschoote,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
INTE9300372A,59309,Hondschoote,59.0,Sécheresse,1992-01-01,1992-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9600301A,59309,Hondschoote,59.0,Sécheresse,1993-01-01,1995-09-30,1996-07-17,1996-09-04,2022-05-20
INTE9800288A,59309,Hondschoote,59.0,Sécheresse,1995-10-01,1997-12-31,1998-07-15,1998-07-29,2022-05-20
IOCE1032143A,59309,Hondschoote,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59309,Hondschoote,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
INTE1824834A,59314,Hornaing,59.0,Sécheresse,2017-04-01,2017-09-30,2018-09-18,2018-10-20,2022-05-24
INTE9700395A,59314,Hornaing,59.0,Sécheresse,1995-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOME2308745A,59314,Hornaing,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0000771A,59317,Houplines,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
INTE9100177A,59317,Houplines,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9700395A,59317,Houplines,59.0,Sécheresse,1991-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
INTE2112080A,59318,Houtkerque,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000196A,59318,Houtkerque,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100354A,59318,Houtkerque,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9300001A,59318,Houtkerque,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
INTE9400331A,59318,Houtkerque,59.0,Sécheresse,1992-01-01,1992-12-31,1994-06-30,1994-07-09,2022-05-20
INTE9700395A,59318,Houtkerque,59.0,Sécheresse,1993-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOCE1032143A,59318,Houtkerque,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59318,Houtkerque,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE9000196A,59319,Hoymille,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59319,Hoymille,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300001A,59319,Hoymille,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
INTE9700395A,59319,Hoymille,59.0,Sécheresse,1992-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOCE1109031A,59319,Hoymille,59.0,Sécheresse,2009-08-01,2009-09-30,2011-03-31,2011-04-06,2022-05-24
IOME2324730A,59319,Hoymille,59.0,Sécheresse,2022-06-30,2022-09-29,2023-09-18,2023-10-19,
INTE2118485A,59320,Illies,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTE9800200A,59320,Illies,59.0,Sécheresse,1995-01-01,1997-09-30,1998-05-26,1998-06-11,2022-05-20
IOME2316198A,59320,Illies,59.0,Sécheresse,2022-03-31,2022-09-29,2023-07-21,2023-09-13,
INTE9100354A,59324,Jeumont,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
IOME2308745A,59324,Jeumont,59.0,Sécheresse,2021-12-31,2022-09-29,2023-04-02,2023-05-02,
INTE2112080A,59326,Killem,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000100A,59326,Killem,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59326,Killem,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300656A,59326,Killem,59.0,Sécheresse,1992-01-01,1992-12-31,1993-12-06,1993-12-28,2022-05-20
INTE9700188A,59326,Killem,59.0,Sécheresse,1993-01-01,1996-09-30,1997-05-12,1997-05-25,2022-05-20
INTE9900087A,59326,Killem,59.0,Sécheresse,1996-10-01,1998-06-30,1999-02-23,1999-03-10,2022-05-23
INTX9210277A,59326,Killem,59.0,Sécheresse,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTX9210277A,59326,Killem,59.0,Sécheresse,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOCE1032143A,59326,Killem,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59326,Killem,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
INTE9800443A,59328,Lambersart,59.0,Sécheresse,1995-01-01,1997-12-01,1998-11-19,1998-12-11,2022-05-20
IOME2316198A,59328,Lambersart,59.0,Sécheresse,2022-03-31,2022-06-29,2023-07-21,2023-09-13,
INTE2112080A,59330,Landas,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59330,Landas,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE2112080A,59337,Lederzeele,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9100354A,59337,Lederzeele,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9700484A,59337,Lederzeele,59.0,Sécheresse,1991-01-01,1997-04-30,1997-11-03,1997-11-16,2022-05-20
IOME2308745A,59337,Lederzeele,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2002330A,59338,Ledringhem,59.0,Sécheresse,2018-10-01,2018-12-31,2020-01-28,2020-02-13,2022-05-24
INTE9100177A,59338,Ledringhem,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300372A,59338,Ledringhem,59.0,Sécheresse,1991-01-01,1992-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9800356A,59338,Ledringhem,59.0,Sécheresse,1993-01-01,1997-12-31,1998-09-18,1998-10-03,2022-05-20
INTE9100354A,59340,Leffrinckoucke,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9300656A,59340,Leffrinckoucke,59.0,Sécheresse,1991-01-01,1992-12-31,1993-12-06,1993-12-28,2022-05-20
INTE9800443A,59340,Leffrinckoucke,59.0,Sécheresse,1993-01-01,1997-12-31,1998-11-19,1998-12-11,2022-05-20
INTE9100354A,59348,Lieu-saint-amand,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9000196A,59349,Ligny-en-cambrésis,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59349,Ligny-en-cambrésis,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9400642A,59349,Ligny-en-cambrésis,59.0,Sécheresse,1991-01-01,1992-12-31,1995-01-12,1995-01-31,2022-05-20
INTE9600522A,59349,Ligny-en-cambrésis,59.0,Sécheresse,1993-01-01,1995-12-31,1996-12-09,1996-12-20,2022-05-20
INTE9200181A,59350,Lille,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
INTE9200181A,59350,Lille,59.0,Sécheresse,1991-07-06,1991-07-08,1992-04-01,1992-04-03,2022-05-20
INTE9300656A,59350,Lille,59.0,Sécheresse,1991-01-01,1992-12-31,1993-12-06,1993-12-28,2022-05-20
INTE9500699A,59350,Lille,59.0,Sécheresse,1993-01-01,1994-12-31,1995-12-26,1996-01-07,2022-05-20
INTE2112080A,59352,Linselles,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9100354A,59352,Linselles,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9600522A,59352,Linselles,59.0,Sécheresse,1991-01-01,1995-12-31,1996-12-09,1996-12-20,2022-05-20
INTE9700395A,59352,Linselles,59.0,Sécheresse,1996-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOME2308745A,59352,Linselles,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
IOME2308745A,59354,Loffre,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2023940A,59357,La longueville,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2112080A,59358,Looberghe,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000100A,59358,Looberghe,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59358,Looberghe,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9900087A,59358,Looberghe,59.0,Sécheresse,1992-01-01,1998-06-30,1999-02-23,1999-03-10,2022-05-23
INTX9210277A,59358,Looberghe,59.0,Sécheresse,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
IOCE1032143A,59358,Looberghe,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59358,Looberghe,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
INTE9400642A,59359,Loon-plage,59.0,Sécheresse,1989-05-01,1991-12-31,1995-01-12,1995-01-31,2022-05-20
INTE9400642A,59359,Loon-plage,59.0,Sécheresse,1994-08-10,1994-08-10,1995-01-12,1995-01-31,2022-05-20
INTE9700395A,59359,Loon-plage,59.0,Sécheresse,1992-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
INTE2127289A,59364,Louvil,59.0,Sécheresse,2020-04-01,2020-06-30,2021-09-14,2021-09-28,2022-05-24
INTE9100177A,59364,Louvil,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
IOME2308745A,59364,Louvil,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE9300372A,59365,Louvroil,59.0,Sécheresse,1990-01-01,1990-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9000100A,59366,Lynde,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59366,Lynde,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9800027A,59366,Lynde,59.0,Sécheresse,1992-01-01,1997-06-30,1998-02-02,1998-02-18,2022-05-20
INTX9210277A,59366,Lynde,59.0,Sécheresse,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTX9210277A,59366,Lynde,59.0,Sécheresse,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOME2308745A,59366,Lynde,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2137451A,59371,Le maisnil,59.0,Sécheresse,2020-04-01,2020-09-30,2021-12-21,2022-01-14,2022-05-24
IOME2308745A,59371,Le maisnil,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2137451A,59375,Marchiennes,59.0,Sécheresse,2020-04-01,2020-06-30,2021-12-21,2022-01-14,2022-05-24
IOME2324730A,59375,Marchiennes,59.0,Sécheresse,2022-03-31,2022-06-29,2023-09-18,2023-10-19,
INTE1824834A,59377,Marcoing,59.0,Sécheresse,2017-04-01,2017-12-31,2018-09-18,2018-10-20,2022-05-24
INTE1824834A,59382,Maretz,59.0,Sécheresse,2017-04-01,2017-09-30,2018-09-18,2018-10-20,2022-05-24
INTE1920338A,59384,Maroilles,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
INTE1824834A,59385,Marpent,59.0,Sécheresse,2017-04-01,2017-09-30,2018-09-18,2018-10-20,2022-05-24
IOME2316198A,59385,Marpent,59.0,Sécheresse,2021-12-31,2022-09-29,2023-07-21,2023-09-13,
INTE2127289A,59388,Marquillies,59.0,Sécheresse,2020-04-01,2020-06-30,2021-09-14,2021-09-28,2022-05-24
IOME2308745A,59389,Masnières,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2334289A,59391,Mastaing,,Sécheresse,2022-03-31,2022-09-29,2023-12-18,2023-12-26,
INTE1920338A,59392,Maubeuge,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
INTE2023940A,59392,Maubeuge,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2118485A,59392,Maubeuge,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTX9210277A,59392,Maubeuge,59.0,Sécheresse,1990-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
IOME2308745A,59392,Maubeuge,59.0,Sécheresse,2021-12-31,2022-09-29,2023-04-02,2023-05-02,
INTE2002330A,59397,Merckeghem,59.0,Sécheresse,2018-10-01,2018-12-31,2020-01-28,2020-02-13,2022-05-24
INTE9000100A,59397,Merckeghem,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59397,Merckeghem,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300001A,59397,Merckeghem,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
INTE9500699A,59397,Merckeghem,59.0,Sécheresse,1993-01-01,1993-09-30,1995-12-26,1996-01-07,2022-05-20
INTE9800027A,59397,Merckeghem,59.0,Sécheresse,1994-01-01,1997-06-30,1998-02-02,1998-02-18,2022-05-20
IOCE1032143A,59397,Merckeghem,59.0,Sécheresse,2009-06-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59397,Merckeghem,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2112080A,59398,Mérignies,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE9100177A,59398,Mérignies,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9400642A,59398,Mérignies,59.0,Sécheresse,1991-01-01,1992-12-31,1995-01-12,1995-01-31,2022-05-20
INTE9600301A,59398,Mérignies,59.0,Sécheresse,1993-01-01,1995-09-30,1996-07-17,1996-09-04,2022-05-20
INTE9800200A,59398,Mérignies,59.0,Sécheresse,1995-10-01,1997-09-30,1998-05-26,1998-06-11,2022-05-20
IOME2308745A,59398,Mérignies,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE1240955A,59399,Merris,59.0,Sécheresse,2011-04-01,2011-06-30,2012-11-30,2012-12-06,2022-05-24
INTE2023940A,59399,Merris,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE9000100A,59399,Merris,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59399,Merris,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9400127A,59399,Merris,59.0,Sécheresse,1991-01-01,1992-12-31,1994-03-08,1994-03-24,2022-05-20
INTE9700395A,59399,Merris,59.0,Sécheresse,1993-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOME2308745A,59399,Merris,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2023940A,59400,Merville,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2118485A,59400,Merville,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9100177A,59400,Merville,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300001A,59400,Merville,59.0,Sécheresse,1991-01-01,1992-09-30,1993-01-25,1993-02-07,2022-05-20
INTE9600522A,59400,Merville,59.0,Sécheresse,1992-10-01,1995-12-31,1996-12-09,1996-12-20,2022-05-20
INTE9900161A,59400,Merville,59.0,Sécheresse,1996-01-01,1998-06-30,1999-04-16,1999-05-02,2022-05-23
IOME2311008A,59400,Merville,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-24,2023-06-09,
INTE9000100A,59401,Méteren,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59401,Méteren,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9400127A,59401,Méteren,59.0,Sécheresse,1991-01-01,1992-12-31,1994-03-08,1994-03-24,2022-05-20
INTE9700395A,59401,Méteren,59.0,Sécheresse,1993-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOME2308745A,59401,Méteren,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE1240955A,59402,Millam,59.0,Sécheresse,2011-04-01,2011-06-30,2012-11-30,2012-12-06,2022-05-24
INTE1920338A,59402,Millam,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
INTE9000100A,59402,Millam,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59402,Millam,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
