cod_nat_catnat,cod_commune,lib_commune,num_risque_jo,lib_risque_jo,dat_deb,dat_fin,dat_pub_arrete,dat_pub_jo,dat_maj
INTE9900087A,59130,Cappelle-brouck,59.0,Sécheresse,1994-01-01,1998-06-30,1999-02-23,1999-03-10,2022-05-23
INTE1932509A,59131,Cappelle-la-grande,59.0,Sécheresse,2018-10-01,2018-12-31,2019-11-19,2019-11-30,2022-05-24
INTE9100177A,59131,Cappelle-la-grande,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300372A,59131,Cappelle-la-grande,59.0,Sécheresse,1991-01-01,1992-09-30,1993-08-16,1993-09-03,2022-05-20
INTE9500699A,59131,Cappelle-la-grande,59.0,Sécheresse,1993-01-01,1993-09-30,1995-12-26,1996-01-07,2022-05-20
IOME2308745A,59133,Carnin,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2118485A,59134,Cartignies,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTE2112080A,59135,Cassel,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000196A,59135,Cassel,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59135,Cassel,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300372A,59135,Cassel,59.0,Sécheresse,1990-01-01,1991-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9400127A,59135,Cassel,59.0,Sécheresse,1992-01-01,1992-12-31,1994-03-08,1994-03-24,2022-05-20
INTE9400127A,59135,Cassel,59.0,Sécheresse,1993-12-17,1994-01-02,1994-03-08,1994-03-24,2022-05-20
INTE9700395A,59135,Cassel,59.0,Sécheresse,1993-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
INTE9900087A,59135,Cassel,59.0,Sécheresse,1997-01-01,1998-06-30,1999-02-23,1999-03-10,2022-05-23
IOME2308745A,59135,Cassel,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0100409A,59136,Le cateau-cambrésis,59.0,Sécheresse,1996-01-01,1996-12-31,2001-07-06,2001-07-18,2022-05-24
INTE1835009A,59139,Caudry,59.0,Sécheresse,2017-07-01,2017-12-31,2018-12-26,2019-01-30,2022-05-24
INTE9200181A,59139,Caudry,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
IOME2324730A,59139,Caudry,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE9000196A,59140,Caullery,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59140,Caullery,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
IOME2308745A,59143,La chapelle-d'armentières,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE9700395A,59146,Chéreng,59.0,Sécheresse,1989-05-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOME2316198A,59146,Chéreng,59.0,Sécheresse,2022-03-31,2022-06-29,2023-07-21,2023-09-13,
INTE9000072A,59149,Clary,59.0,Sécheresse,1989-06-01,1989-12-19,1990-02-14,1990-02-28,2022-05-20
INTX9210277A,59149,Clary,59.0,Sécheresse,1990-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
IOME2308745A,59149,Clary,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2107266A,59150,Cobrieux,59.0,Sécheresse,2019-07-01,2019-09-30,2021-03-09,2021-03-28,2022-05-24
INTE2118485A,59150,Cobrieux,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
IOME2334289A,59150,Cobrieux,,Sécheresse,2022-03-31,2022-06-29,2023-12-18,2023-12-26,
INTE2107266A,59151,Colleret,59.0,Sécheresse,2019-07-01,2019-09-30,2021-03-09,2021-03-28,2022-05-24
INTE2112080A,59151,Colleret,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59151,Colleret,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE9300372A,59155,Coudekerque-branche,59.0,Sécheresse,1990-06-01,1991-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9500219A,59155,Coudekerque-branche,59.0,Sécheresse,1992-01-01,1992-12-31,1995-05-03,1995-05-07,2022-05-20
INTE9800027A,59155,Coudekerque-branche,59.0,Sécheresse,1993-01-01,1997-06-30,1998-02-02,1998-02-18,2022-05-20
INTE2118485A,59158,Coutiches,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTE9200181A,59158,Coutiches,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
INTE9200181A,59158,Coutiches,59.0,Sécheresse,1991-07-06,1991-07-08,1992-04-01,1992-04-03,2022-05-20
INTE9700395A,59158,Coutiches,59.0,Sécheresse,1991-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
IOME2308745A,59158,Coutiches,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
IOME2316198A,59158,Coutiches,59.0,Sécheresse,2022-06-30,2022-09-29,2023-07-21,2023-09-13,
INTE9800231A,59159,Craywick,59.0,Sécheresse,1995-01-01,1997-12-31,1998-06-12,1998-07-01,2022-05-20
INTE1932509A,59162,Crochte,59.0,Sécheresse,2018-10-01,2018-12-31,2019-11-19,2019-11-30,2022-05-24
INTE9000100A,59162,Crochte,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59162,Crochte,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300001A,59162,Crochte,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
INTE9300656A,59162,Crochte,59.0,Sécheresse,1992-01-01,1992-12-31,1993-12-06,1993-12-28,2022-05-20
INTE9900026A,59162,Crochte,59.0,Sécheresse,1993-01-01,1998-06-30,1999-01-21,1999-02-05,2022-05-23
IOME2308745A,59162,Crochte,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
INTE2118485A,59163,Croix,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9100177A,59163,Croix,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300656A,59163,Croix,59.0,Sécheresse,1991-01-01,1992-12-31,1993-12-06,1993-12-28,2022-05-20
INTE9700395A,59163,Croix,59.0,Sécheresse,1993-01-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
INTE9900026A,59163,Croix,59.0,Sécheresse,1997-01-01,1998-06-30,1999-01-21,1999-02-05,2022-05-23
IOME2308745A,59163,Croix,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE2023940A,59168,Cysoing,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2112080A,59168,Cysoing,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE9500699A,59168,Cysoing,59.0,Sécheresse,1989-05-01,1991-12-31,1995-12-26,1996-01-07,2022-05-20
IOME2308745A,59168,Cysoing,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE2207963A,59170,Dechy,59.0,Sécheresse,2020-04-01,2020-09-30,2022-03-15,2022-03-31,2022-05-24
INTE9200181A,59172,Denain,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
INTE9200181A,59172,Denain,59.0,Sécheresse,1991-07-07,1991-07-08,1992-04-01,1992-04-03,2022-05-20
INTE1824834A,59178,Douai,59.0,Sécheresse,2017-07-01,2017-09-30,2018-09-18,2018-10-20,2022-05-24
IOME2308745A,59178,Douai,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTX9210277A,59179,Douchy-les-mines,59.0,Sécheresse,1990-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTE1240955A,59180,Le doulieu,59.0,Sécheresse,2011-04-01,2011-06-30,2012-11-30,2012-12-06,2022-05-24
INTE2023940A,59180,Le doulieu,59.0,Sécheresse,2019-07-01,2019-09-30,2020-09-15,2020-10-25,2022-05-24
INTE2118485A,59180,Le doulieu,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9000100A,59180,Le doulieu,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59180,Le doulieu,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9400642A,59180,Le doulieu,59.0,Sécheresse,1991-01-01,1992-12-31,1995-01-12,1995-01-31,2022-05-20
INTE9700188A,59180,Le doulieu,59.0,Sécheresse,1993-01-01,1996-09-30,1997-05-12,1997-05-25,2022-05-20
INTE9900087A,59180,Le doulieu,59.0,Sécheresse,1996-10-01,1998-06-30,1999-02-23,1999-03-10,2022-05-23
IOME2308745A,59180,Le doulieu,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE9100354A,59182,Drincham,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9400642A,59182,Drincham,59.0,Sécheresse,1991-01-01,1993-09-30,1995-01-12,1995-01-31,2022-05-20
IOME2308745A,59182,Drincham,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
INTE0100760A,59183,Dunkerque,59.0,Sécheresse,1996-01-01,1996-12-31,2001-12-27,2002-01-18,2022-05-24
INTE1236522A,59183,Dunkerque,59.0,Sécheresse,2011-04-01,2011-06-30,2012-10-18,2012-10-21,2022-05-24
INTE1932509A,59183,Dunkerque,59.0,Sécheresse,2018-10-01,2018-12-31,2019-11-19,2019-11-30,2022-05-24
INTE9100354A,59183,Dunkerque,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9300372A,59183,Dunkerque,59.0,Sécheresse,1991-01-01,1992-09-30,1993-08-16,1993-09-03,2022-05-20
INTE9400331A,59183,Dunkerque,59.0,Sécheresse,1992-01-01,1992-12-31,1994-06-30,1994-07-09,2022-05-20
INTE9500338A,59183,Dunkerque,59.0,Sécheresse,1993-01-01,1993-09-30,1995-07-28,1995-09-09,2022-05-20
INTE9600039A,59183,Dunkerque,59.0,Sécheresse,1992-01-01,1993-12-31,1996-02-02,1996-02-14,2022-05-20
INTE9700395A,59183,Dunkerque,59.0,Sécheresse,1993-10-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
INTE9800067A,59183,Dunkerque,59.0,Sécheresse,1995-01-01,1997-06-30,1998-03-12,1998-03-28,2022-05-20
INTE9800443A,59183,Dunkerque,59.0,Sécheresse,1993-01-01,1997-12-31,1998-11-19,1998-12-11,2022-05-20
INTX9210277A,59183,Dunkerque,59.0,Sécheresse,1990-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
IOCE1032143A,59183,Dunkerque,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59183,Dunkerque,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
IOME2308745A,59183,Dunkerque,59.0,Sécheresse,2021-12-31,2022-03-30,2023-04-02,2023-05-02,
INTE2112080A,59184,Ebblinghem,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000196A,59184,Ebblinghem,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59184,Ebblinghem,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9400127A,59184,Ebblinghem,59.0,Sécheresse,1991-01-01,1992-12-31,1994-03-08,1994-03-24,2022-05-20
INTE9400642A,59184,Ebblinghem,59.0,Sécheresse,1993-01-01,1993-09-30,1995-01-12,1995-01-31,2022-05-20
INTE9800067A,59184,Ebblinghem,59.0,Sécheresse,1993-10-01,1997-02-28,1998-03-12,1998-03-28,2022-05-20
IOME2308745A,59184,Ebblinghem,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2112080A,59187,Éclaibes,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE9100354A,59189,Eecke,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9700484A,59189,Eecke,59.0,Sécheresse,1991-01-01,1997-03-31,1997-11-03,1997-11-16,2022-05-20
IOME2308745A,59189,Eecke,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2112080A,59190,Élesmes,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE2207963A,59192,Émerchicourt,59.0,Sécheresse,2020-07-01,2020-09-30,2022-03-15,2022-03-31,2022-05-24
INTE9700188A,59192,Émerchicourt,59.0,Sécheresse,1995-01-01,1996-09-30,1997-05-12,1997-05-25,2022-05-20
IOME2308745A,59192,Émerchicourt,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
IOME2324730A,59195,Englos,59.0,Sécheresse,2022-03-31,2022-06-29,2023-09-18,2023-10-19,
INTE9800067A,59196,Ennetières-en-weppes,59.0,Sécheresse,1989-01-01,1997-07-31,1998-03-12,1998-03-28,2022-05-20
IOME2308745A,59196,Ennetières-en-weppes,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2127289A,59197,Ennevelin,59.0,Sécheresse,2020-04-01,2020-06-30,2021-09-14,2021-09-28,2022-05-24
IOME2308745A,59197,Ennevelin,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE1920338A,59200,Eringhem,59.0,Sécheresse,2018-10-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
INTE2127289A,59200,Eringhem,59.0,Sécheresse,2020-04-01,2020-06-30,2021-09-14,2021-09-28,2022-05-24
INTE9000100A,59200,Eringhem,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59200,Eringhem,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300372A,59200,Eringhem,59.0,Sécheresse,1991-01-01,1992-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9800231A,59200,Eringhem,59.0,Sécheresse,1993-01-01,1997-12-31,1998-06-12,1998-07-01,2022-05-20
IOCE1032143A,59200,Eringhem,59.0,Sécheresse,2009-09-15,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2308745A,59200,Eringhem,59.0,Sécheresse,2022-06-30,2022-09-29,2023-04-02,2023-05-02,
INTE9300372A,59202,Erquinghem-lys,59.0,Sécheresse,1989-06-01,1990-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9700188A,59202,Erquinghem-lys,59.0,Sécheresse,1991-01-01,1996-09-30,1997-05-12,1997-05-25,2022-05-20
IOME2308745A,59202,Erquinghem-lys,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE9200181A,59203,Erre,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
INTE9200181A,59203,Erre,59.0,Sécheresse,1991-07-06,1991-07-08,1992-04-01,1992-04-03,2022-05-20
INTE9800288A,59203,Erre,59.0,Sécheresse,1991-01-01,1997-12-31,1998-07-15,1998-07-29,2022-05-20
IOME2316198A,59203,Erre,59.0,Sécheresse,2022-03-31,2022-09-29,2023-07-21,2023-09-13,
INTE2118485A,59210,Esquelbecq,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9000100A,59210,Esquelbecq,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59210,Esquelbecq,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9400127A,59210,Esquelbecq,59.0,Sécheresse,1992-01-01,1992-12-31,1994-03-08,1994-03-24,2022-05-20
INTE9500338A,59210,Esquelbecq,59.0,Sécheresse,1993-01-01,1993-09-30,1995-07-28,1995-09-09,2022-05-20
INTE9800027A,59210,Esquelbecq,59.0,Sécheresse,1994-01-01,1997-06-30,1998-02-02,1998-02-18,2022-05-20
INTX9210277A,59210,Esquelbecq,59.0,Sécheresse,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTX9210277A,59210,Esquelbecq,59.0,Sécheresse,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOCE1032143A,59210,Esquelbecq,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOME2316198A,59210,Esquelbecq,59.0,Sécheresse,2022-03-31,2022-09-29,2023-07-21,2023-09-13,
INTE1824834A,59211,Esquerchin,59.0,Sécheresse,2017-01-01,2017-09-30,2018-09-18,2018-10-20,2022-05-24
INTE9800135A,59211,Esquerchin,59.0,Sécheresse,1995-01-01,1997-07-31,1998-04-09,1998-04-23,2022-05-20
INTE1324839A,59212,Estaires,59.0,Sécheresse,2011-04-01,2011-06-30,2013-10-22,2013-10-26,2022-05-24
INTE1630464A,59212,Estaires,59.0,Sécheresse,2015-01-01,2015-09-30,2016-10-26,2016-12-16,2022-05-24
INTE2112080A,59212,Estaires,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000196A,59212,Estaires,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59212,Estaires,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9700484A,59212,Estaires,59.0,Sécheresse,1991-01-01,1997-03-31,1997-11-03,1997-11-16,2022-05-20
INTE9900087A,59212,Estaires,59.0,Sécheresse,1997-04-01,1998-06-30,1999-02-23,1999-03-10,2022-05-23
IOME2308745A,59212,Estaires,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2034505A,59218,Étrœungt,59.0,Sécheresse,2019-07-01,2019-09-30,2020-12-15,2020-12-23,2022-05-24
INTE2112080A,59218,Étrœungt,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59220,Faches-thumesnil,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE2112080A,59222,Faumont,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE9100177A,59222,Faumont,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
IOME2308745A,59222,Faumont,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE1920338A,59223,Le favril,59.0,Sécheresse,2018-07-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
INTE2112080A,59223,Le favril,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE0000771A,59225,Feignies,59.0,Sécheresse,1996-01-01,1996-12-31,2000-12-27,2000-12-29,2022-05-24
IOME2308745A,59225,Feignies,59.0,Sécheresse,2021-12-31,2022-09-29,2023-04-02,2023-05-02,
INTE1824834A,59227,Fenain,59.0,Sécheresse,2017-07-01,2017-09-30,2018-09-18,2018-10-20,2022-05-24
INTE2137451A,59227,Fenain,59.0,Sécheresse,2020-04-01,2020-06-30,2021-12-21,2022-01-14,2022-05-24
INTE9200181A,59227,Fenain,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
INTE9200181A,59227,Fenain,59.0,Sécheresse,1991-07-06,1991-07-08,1992-04-01,1992-04-03,2022-05-20
INTE9600301A,59227,Fenain,59.0,Sécheresse,1991-01-01,1995-09-30,1996-07-17,1996-09-04,2022-05-20
IOME2308745A,59227,Fenain,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2112080A,59230,Ferrière-la-grande,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE2118485A,59231,Ferrière-la-petite,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTE9300001A,59231,Ferrière-la-petite,59.0,Sécheresse,1989-06-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
IOME2308745A,59231,Ferrière-la-petite,59.0,Sécheresse,2021-12-31,2022-09-29,2023-04-02,2023-05-02,
INTE2112080A,59237,Flêtre,59.0,Sécheresse,2020-04-01,2020-06-30,2021-04-20,2021-05-07,2022-05-24
INTE9000100A,59237,Flêtre,59.0,Sécheresse,1989-06-01,1989-12-31,1990-03-09,1990-03-22,2022-05-20
INTE9100177A,59237,Flêtre,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300001A,59237,Flêtre,59.0,Sécheresse,1992-01-01,1992-09-30,1993-01-25,1993-02-07,
INTE9400127A,59237,Flêtre,59.0,Sécheresse,1992-01-01,1992-12-31,1994-03-08,1994-03-24,2022-05-20
INTE9800027A,59237,Flêtre,59.0,Sécheresse,1993-01-01,1997-02-28,1998-02-02,1998-02-18,2022-05-20
INTX9210277A,59237,Flêtre,59.0,Sécheresse,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
INTX9210277A,59237,Flêtre,59.0,Sécheresse,1991-11-19,1991-11-20,1992-07-31,1992-08-18,2022-05-20
IOME2324730A,59239,Flines-lez-raches,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
IOCE0810063A,59241,Floyon,59.0,Sécheresse,2006-01-01,2006-03-31,2008-04-18,2008-04-23,2022-05-24
IOME2308745A,59241,Floyon,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE0100409A,59244,Fontaine-notre-dame,59.0,Sécheresse,1996-01-01,1996-12-31,2001-07-06,2001-07-18,2022-05-24
INTE2112080A,59244,Fontaine-notre-dame,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
INTE9200181A,59244,Fontaine-notre-dame,59.0,Sécheresse,1990-01-01,1990-12-31,1992-04-01,1992-04-03,2022-05-20
INTE9600301A,59244,Fontaine-notre-dame,59.0,Sécheresse,1993-01-01,1995-09-30,1996-07-17,1996-09-04,2022-05-20
IOME2308745A,59244,Fontaine-notre-dame,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE2118485A,59247,Forest-sur-marque,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9700188A,59247,Forest-sur-marque,59.0,Sécheresse,1989-05-01,1996-09-30,1997-05-12,1997-05-25,2022-05-20
INTE1920338A,59249,Fourmies,59.0,Sécheresse,2018-07-01,2018-12-31,2019-07-16,2019-08-09,2022-05-24
INTE2122515A,59249,Fourmies,59.0,Sécheresse,2020-04-01,2020-09-30,2021-07-27,2021-08-31,2022-05-24
INTE9000289A,59249,Fourmies,59.0,Sécheresse,1989-06-01,1989-12-31,1990-07-24,1990-08-15,2022-05-20
INTE9100177A,59249,Fourmies,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
IOME2316198A,59249,Fourmies,59.0,Sécheresse,2021-12-31,2022-09-29,2023-07-21,2023-09-13,
INTE2112080A,59250,Fournes-en-weppes,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59250,Fournes-en-weppes,59.0,Sécheresse,2022-03-31,2022-09-29,2023-04-02,2023-05-02,
INTE9300372A,59252,Frelinghien,59.0,Sécheresse,1989-06-01,1991-12-31,1993-08-16,1993-09-03,2022-05-20
IOME2308745A,59252,Frelinghien,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE2118485A,59257,Fromelles,59.0,Sécheresse,2020-04-01,2020-09-30,2021-06-22,2021-07-09,2022-05-24
INTE9300372A,59257,Fromelles,59.0,Sécheresse,1989-06-01,1992-09-30,1993-08-16,1993-09-03,2022-05-20
INTE9700188A,59257,Fromelles,59.0,Sécheresse,1993-01-01,1996-09-30,1997-05-12,1997-05-25,2022-05-20
IOME2324730A,59257,Fromelles,59.0,Sécheresse,2022-03-31,2022-09-29,2023-09-18,2023-10-19,
INTE2107266A,59258,Genech,59.0,Sécheresse,2019-07-01,2019-09-30,2021-03-09,2021-03-28,2022-05-24
INTE2112080A,59258,Genech,59.0,Sécheresse,2020-04-01,2020-09-30,2021-04-20,2021-05-07,2022-05-24
IOME2308745A,59258,Genech,59.0,Sécheresse,2022-03-31,2022-06-29,2023-04-02,2023-05-02,
INTE9000196A,59260,Ghyvelde,59.0,Sécheresse,1989-06-01,1989-12-31,1990-05-14,1990-05-24,2022-05-20
INTE9100177A,59260,Ghyvelde,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9100354A,59260,Ghyvelde,59.0,Sécheresse,1990-01-01,1990-12-31,1991-08-12,1991-08-30,2022-05-20
INTE9300001A,59260,Ghyvelde,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
INTE9300372A,59260,Ghyvelde,59.0,Sécheresse,1992-01-01,1992-12-31,1993-08-16,1993-09-03,2022-05-20
INTE9400642A,59260,Ghyvelde,59.0,Sécheresse,1993-01-01,1993-09-30,1995-01-12,1995-01-31,2022-05-20
INTE9700395A,59260,Ghyvelde,59.0,Sécheresse,1993-10-01,1996-12-31,1997-09-19,1997-10-11,2022-05-20
INTE9800443A,59260,Ghyvelde,59.0,Sécheresse,1992-01-01,1997-12-31,1998-11-19,1998-12-11,2022-05-20
INTX9210277A,59260,Ghyvelde,59.0,Sécheresse,1991-01-01,1991-12-31,1992-07-31,1992-08-18,2022-05-20
IOCE1032143A,59260,Ghyvelde,59.0,Sécheresse,2009-07-01,2009-09-30,2010-12-13,2011-01-13,2022-05-24
IOCE1119704A,59260,Ghyvelde,59.0,Sécheresse,2009-07-01,2009-08-31,2011-07-15,2011-07-22,2022-05-24
IOME2316198A,59260,Ghyvelde,59.0,Sécheresse,2022-06-30,2022-09-29,2023-07-21,2023-09-13,
INTE2127289A,59261,Glageon,59.0,Sécheresse,2020-04-01,2020-09-30,2021-09-14,2021-09-28,2022-05-24
IOME2308745A,59261,Glageon,59.0,Sécheresse,2021-12-31,2022-09-29,2023-04-02,2023-05-02,
INTE1240955A,59262,Godewaersvelde,59.0,Sécheresse,2011-05-01,2011-06-30,2012-11-30,2012-12-06,2022-05-24
INTE2118485A,59262,Godewaersvelde,59.0,Sécheresse,2020-04-01,2020-06-30,2021-06-22,2021-07-09,2022-05-24
INTE9000072A,59262,Godewaersvelde,59.0,Sécheresse,1989-06-01,1989-12-19,1990-02-14,1990-02-28,2022-05-20
INTE9100177A,59262,Godewaersvelde,59.0,Sécheresse,1990-01-01,1990-12-31,1991-03-28,1991-04-17,2022-05-20
INTE9300001A,59262,Godewaersvelde,59.0,Sécheresse,1991-01-01,1991-12-31,1993-01-25,1993-02-07,2022-05-20
